"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0005996","GO:0005996","monosaccharide metabolic process","26/773","178/14268",3.636723001375e-06,0.000408611805797348,0.000342207431294798,"TRINITY_DN2550_c0_g1/TRINITY_DN1647_c0_g1/TRINITY_DN1722_c0_g1/TRINITY_DN42_c0_g1/TRINITY_DN2587_c0_g1/TRINITY_DN68922_c0_g1/TRINITY_DN2471_c0_g1/TRINITY_DN57427_c0_g1/TRINITY_DN2357_c1_g1/TRINITY_DN64956_c0_g1/TRINITY_DN739_c0_g1/TRINITY_DN20443_c0_g1/TRINITY_DN37001_c0_g1/TRINITY_DN53118_c0_g1/TRINITY_DN1713_c0_g1/TRINITY_DN536_c1_g1/TRINITY_DN5506_c0_g1/TRINITY_DN7356_c0_g1/TRINITY_DN55396_c0_g1/TRINITY_DN39237_c0_g1/TRINITY_DN64698_c0_g1/TRINITY_DN1279_c0_g1/TRINITY_DN39692_c0_g1/TRINITY_DN39907_c0_g1/TRINITY_DN2357_c0_g1/TRINITY_DN44897_c0_g1",26
"GO:0009773","GO:0009773","photosynthetic electron transport in photosystem I","6/773","11/14268",9.06300198881372e-06,0.00091974852441316,0.000770278233548412,"TRINITY_DN615_c0_g1/TRINITY_DN488_c0_g1/TRINITY_DN2293_c0_g1/TRINITY_DN1251_c0_g1/TRINITY_DN830_c0_g1/TRINITY_DN1451_c0_g1",6
"GO:0045471","GO:0045471","response to ethanol","12/773","50/14268",1.05955001917553e-05,0.001010104351614,0.000845950142901545,"TRINITY_DN57793_c0_g1/TRINITY_DN46281_c0_g1/TRINITY_DN40817_c0_g1/TRINITY_DN48010_c0_g1/TRINITY_DN46883_c0_g1/TRINITY_DN34893_c0_g1/TRINITY_DN34576_c0_g1/TRINITY_DN2975_c0_g1/TRINITY_DN35040_c0_g1/TRINITY_DN39703_c0_g1/TRINITY_DN41094_c0_g1/TRINITY_DN59030_c0_g1",12
"GO:0039689","GO:0039689","negative stranded viral RNA replication","7/773","17/14268",1.6071053516827e-05,0.0012276740383856,0.00102816211666583,"TRINITY_DN6276_c0_g1/TRINITY_DN35983_c0_g1/TRINITY_DN47962_c0_g1/TRINITY_DN53172_c0_g1/TRINITY_DN51685_c0_g1/TRINITY_DN41940_c0_g1/TRINITY_DN40090_c0_g1",7
"GO:0039696","GO:0039696","RNA-templated viral transcription","7/773","17/14268",1.6071053516827e-05,0.0012276740383856,0.00102816211666583,"TRINITY_DN6276_c0_g1/TRINITY_DN35983_c0_g1/TRINITY_DN47962_c0_g1/TRINITY_DN53172_c0_g1/TRINITY_DN51685_c0_g1/TRINITY_DN41940_c0_g1/TRINITY_DN40090_c0_g1",7
"GO:0039697","GO:0039697","negative stranded viral RNA transcription","7/773","17/14268",1.6071053516827e-05,0.0012276740383856,0.00102816211666583,"TRINITY_DN6276_c0_g1/TRINITY_DN35983_c0_g1/TRINITY_DN47962_c0_g1/TRINITY_DN53172_c0_g1/TRINITY_DN51685_c0_g1/TRINITY_DN41940_c0_g1/TRINITY_DN40090_c0_g1",7
"GO:0010941","GO:0010941","regulation of cell death","47/773","457/14268",1.74609757664325e-05,0.00126162098322739,0.00105659227122768,"TRINITY_DN3842_c0_g1/TRINITY_DN19606_c0_g1/TRINITY_DN57793_c0_g1/TRINITY_DN46281_c0_g1/TRINITY_DN14347_c0_g1/TRINITY_DN55268_c0_g1/TRINITY_DN33724_c0_g1/TRINITY_DN55033_c0_g1/TRINITY_DN14284_c0_g1/TRINITY_DN34893_c0_g1/TRINITY_DN47320_c0_g1/TRINITY_DN48016_c0_g1/TRINITY_DN49547_c0_g1/TRINITY_DN59326_c0_g1/TRINITY_DN51002_c0_g1/TRINITY_DN31092_c0_g1/TRINITY_DN64956_c0_g1/TRINITY_DN67331_c0_g1/TRINITY_DN61322_c0_g1/TRINITY_DN46063_c0_g1/TRINITY_DN60691_c0_g1/TRINITY_DN63938_c0_g1/TRINITY_DN17543_c0_g1/TRINITY_DN39094_c0_g1/TRINITY_DN33938_c0_g1/TRINITY_DN46992_c0_g1/TRINITY_DN33059_c0_g1/TRINITY_DN32869_c0_g1/TRINITY_DN48729_c0_g1/TRINITY_DN51712_c0_g1/TRINITY_DN54943_c0_g1/TRINITY_DN46255_c0_g1/TRINITY_DN43248_c0_g1/TRINITY_DN5437_c0_g1/TRINITY_DN56661_c0_g1/TRINITY_DN33322_c0_g1/TRINITY_DN2826_c0_g1/TRINITY_DN47600_c0_g1/TRINITY_DN43685_c0_g1/TRINITY_DN2844_c0_g1/TRINITY_DN39907_c0_g1/TRINITY_DN46645_c0_g1/TRINITY_DN51860_c0_g1/TRINITY_DN53620_c0_g1/TRINITY_DN54724_c0_g1/TRINITY_DN63398_c0_g1/TRINITY_DN60096_c0_g1",47
"GO:0003008","GO:0003008","system process","37/773","327/14268",1.7645048716467e-05,0.00126162098322739,0.00105659227122768,"TRINITY_DN5785_c0_g1/TRINITY_DN36165_c0_g1/TRINITY_DN25520_c0_g1/TRINITY_DN40817_c0_g1/TRINITY_DN68922_c0_g1/TRINITY_DN32620_c0_g1/TRINITY_DN68717_c0_g1/TRINITY_DN34017_c0_g1/TRINITY_DN14284_c0_g1/TRINITY_DN34893_c0_g1/TRINITY_DN34576_c0_g1/TRINITY_DN28979_c0_g1/TRINITY_DN41730_c0_g1/TRINITY_DN51002_c0_g1/TRINITY_DN31092_c0_g1/TRINITY_DN1413_c0_g1/TRINITY_DN39094_c0_g1/TRINITY_DN7664_c1_g1/TRINITY_DN35040_c0_g1/TRINITY_DN37001_c0_g1/TRINITY_DN55678_c0_g1/TRINITY_DN1153_c0_g1/TRINITY_DN65272_c0_g1/TRINITY_DN5467_c0_g1/TRINITY_DN51850_c0_g1/TRINITY_DN64698_c0_g1/TRINITY_DN8450_c0_g1/TRINITY_DN66111_c0_g1/TRINITY_DN51416_c0_g1/TRINITY_DN65776_c0_g1/TRINITY_DN43507_c0_g1/TRINITY_DN34388_c0_g1/TRINITY_DN39692_c0_g1/TRINITY_DN68868_c0_g1/TRINITY_DN63972_c0_g1/TRINITY_DN5575_c1_g1/TRINITY_DN37202_c0_g1",37
"GO:0031032","GO:0031032","actomyosin structure organization","13/773","62/14268",2.20338658435273e-05,0.00150692482486384,0.00126203126330318,"TRINITY_DN41635_c1_g1/TRINITY_DN32620_c0_g1/TRINITY_DN18885_c0_g1/TRINITY_DN51850_c0_g1/TRINITY_DN24873_c0_g1/TRINITY_DN8450_c0_g1/TRINITY_DN66111_c0_g1/TRINITY_DN65776_c0_g1/TRINITY_DN34137_c0_g1/TRINITY_DN51479_c0_g1/TRINITY_DN68380_c0_g1/TRINITY_DN5575_c1_g1/TRINITY_DN59305_c0_g1",13
"GO:0034250","GO:0034250","positive regulation of cellular amide metabolic process","17/773","103/14268",3.57401070782438e-05,0.00229466075241133,0.00192175054815992,"TRINITY_DN57793_c0_g1/TRINITY_DN40817_c0_g1/TRINITY_DN33558_c0_g1/TRINITY_DN63446_c0_g1/TRINITY_DN39508_c0_g1/TRINITY_DN34576_c0_g1/TRINITY_DN35040_c0_g1/TRINITY_DN46992_c0_g1/TRINITY_DN32869_c0_g1/TRINITY_DN48729_c0_g1/TRINITY_DN51712_c0_g1/TRINITY_DN46255_c0_g1/TRINITY_DN55682_c0_g1/TRINITY_DN52696_c0_g1/TRINITY_DN57101_c0_g1/TRINITY_DN33322_c0_g1/TRINITY_DN39907_c0_g1",17
"GO:0052548","GO:0052548","regulation of endopeptidase activity","17/773","103/14268",3.57401070782438e-05,0.00229466075241133,0.00192175054815992,"TRINITY_DN20546_c0_g1/TRINITY_DN55268_c0_g1/TRINITY_DN23264_c0_g1/TRINITY_DN14284_c0_g1/TRINITY_DN47320_c0_g1/TRINITY_DN31092_c0_g1/TRINITY_DN48697_c0_g1/TRINITY_DN33059_c0_g1/TRINITY_DN40065_c0_g1/TRINITY_DN48961_c0_g1/TRINITY_DN39703_c0_g1/TRINITY_DN56661_c0_g1/TRINITY_DN2826_c0_g1/TRINITY_DN39907_c0_g1/TRINITY_DN59030_c0_g1/TRINITY_DN54724_c0_g1/TRINITY_DN60096_c0_g1",17
"GO:0007631","GO:0007631","feeding behavior","7/773","19/14268",3.78462261422251e-05,0.00233459269496941,0.00195519306571701,"TRINITY_DN41635_c1_g1/TRINITY_DN32620_c0_g1/TRINITY_DN51696_c0_g1/TRINITY_DN65174_c0_g1/TRINITY_DN8450_c0_g1/TRINITY_DN41094_c0_g1/TRINITY_DN34137_c0_g1",7
"GO:0030239","GO:0030239","myofibril assembly","11/773","49/14268",4.82147330705517e-05,0.00269783722867315,0.00225940595689393,"TRINITY_DN41635_c1_g1/TRINITY_DN32620_c0_g1/TRINITY_DN18885_c0_g1/TRINITY_DN51850_c0_g1/TRINITY_DN24873_c0_g1/TRINITY_DN8450_c0_g1/TRINITY_DN34137_c0_g1/TRINITY_DN51479_c0_g1/TRINITY_DN68380_c0_g1/TRINITY_DN5575_c1_g1/TRINITY_DN59305_c0_g1",11
"GO:0009645","GO:0009645","response to low light intensity stimulus","7/773","20/14268",5.55134020887938e-05,0.00296008750798891,0.00247903738498218,"TRINITY_DN3489_c0_g1/TRINITY_DN234_c0_g1/TRINITY_DN3750_c0_g1/TRINITY_DN3442_c0_g1/TRINITY_DN1064_c0_g1/TRINITY_DN2804_c0_g1/TRINITY_DN347_c0_g1",7
"GO:0050829","GO:0050829","defense response to Gram-negative bacterium","10/773","42/14268",6.21090395886484e-05,0.00315153287977238,0.00263937056180623,"TRINITY_DN40817_c0_g1/TRINITY_DN68845_c0_g1/TRINITY_DN48578_c0_g1/TRINITY_DN34576_c0_g1/TRINITY_DN63938_c0_g1/TRINITY_DN35040_c0_g1/TRINITY_DN64999_c0_g1/TRINITY_DN51416_c0_g1/TRINITY_DN34482_c0_g1/TRINITY_DN47600_c0_g1",10
"GO:0008283","GO:0008283","cell population proliferation","40/773","400/14268",0.000134624435379724,0.00536111992031153,0.00448987290813389,"TRINITY_DN57793_c0_g1/TRINITY_DN46281_c0_g1/TRINITY_DN40817_c0_g1/TRINITY_DN68922_c0_g1/TRINITY_DN55268_c0_g1/TRINITY_DN57868_c0_g1/TRINITY_DN34183_c0_g1/TRINITY_DN48578_c0_g1/TRINITY_DN34893_c0_g1/TRINITY_DN34576_c0_g1/TRINITY_DN51002_c0_g1/TRINITY_DN64956_c0_g1/TRINITY_DN27835_c0_g1/TRINITY_DN53668_c0_g1/TRINITY_DN46063_c0_g1/TRINITY_DN1313_c0_g1/TRINITY_DN63938_c0_g1/TRINITY_DN39094_c0_g1/TRINITY_DN35040_c0_g1/TRINITY_DN46992_c0_g1/TRINITY_DN1962_c0_g1/TRINITY_DN37001_c0_g1/TRINITY_DN48729_c0_g1/TRINITY_DN51712_c0_g1/TRINITY_DN55248_c0_g1/TRINITY_DN59204_c0_g1/TRINITY_DN41094_c0_g1/TRINITY_DN51416_c0_g1/TRINITY_DN33322_c0_g1/TRINITY_DN2826_c0_g1/TRINITY_DN47600_c0_g1/TRINITY_DN14397_c0_g1/TRINITY_DN57466_c0_g1/TRINITY_DN51860_c0_g1/TRINITY_DN53620_c0_g1/TRINITY_DN57328_c0_g1/TRINITY_DN21105_c0_g1/TRINITY_DN2131_c0_g1/TRINITY_DN46826_c0_g1/TRINITY_DN63398_c0_g1",40
"GO:0071345","GO:0071345","cellular response to cytokine stimulus","19/773","138/14268",0.000162018585485451,0.00606798178496702,0.00508186114624166,"TRINITY_DN46199_c0_g1/TRINITY_DN68922_c0_g1/TRINITY_DN55268_c0_g1/TRINITY_DN58717_c0_g1/TRINITY_DN14284_c0_g1/TRINITY_DN46883_c0_g1/TRINITY_DN59483_c0_g1/TRINITY_DN52697_c0_g1/TRINITY_DN31092_c0_g1/TRINITY_DN53668_c0_g1/TRINITY_DN63938_c0_g1/TRINITY_DN37001_c0_g1/TRINITY_DN57974_c0_g1/TRINITY_DN46255_c0_g1/TRINITY_DN2826_c0_g1/TRINITY_DN47600_c0_g1/TRINITY_DN39907_c0_g1/TRINITY_DN54724_c0_g1/TRINITY_DN987_c0_g1",19
