"gene" "hog" "phylostrata" "age"
"84" "TRINITY_DN10160_c0_g1" "HOG:A0563867" "Eukaryota" "UC"
"85" "TRINITY_DN10161_c0_g1" "HOG:A0224130" "Spermatophyta" "MC"
"86" "TRINITY_DN10162_c0_g1" "HOG:A0220325" "Magnoliopsida" "MC"
"87" "TRINITY_DN10164_c0_g1" "HOG:A0780449" "LUCA" "UC"
"88" "TRINITY_DN10165_c0_g1" "HOG:A0563560" "Eukaryota" "UC"
"89" "TRINITY_DN10169_c0_g1" "HOG:A0203088" "Pentapetalae" "MC"
"90" "TRINITY_DN1017_c0_g1" "HOG:A0779813" "LUCA" "UC"
"91" "TRINITY_DN10170_c0_g1" "HOG:A0572352" "Eukaryota" "UC"
"92" "TRINITY_DN10175_c0_g1" "HOG:A0203177" "Pentapetalae" "MC"
"93" "TRINITY_DN10177_c0_g1" "HOG:A0237472" "Streptophyta" "MC"
"94" "TRINITY_DN10178_c0_g1" "HOG:A0228906" "Spermatophyta" "MC"
"95" "TRINITY_DN10180_c0_g1" "HOG:A0563236" "Eukaryota" "UC"
"96" "TRINITY_DN10183_c0_g1" "HOG:A0563140" "Eukaryota" "UC"
"97" "TRINITY_DN10185_c0_g1" "HOG:A0216082" "Mesangiospermae" "MC"
"98" "TRINITY_DN10187_c0_g1" "HOG:A0202912" "Pentapetalae" "MC"
"99" "TRINITY_DN10189_c0_g1" "HOG:A0237477" "Streptophyta" "MC"
"100" "TRINITY_DN1019_c0_g1" "HOG:A0234176" "Embryophyta" "MC"
"101" "TRINITY_DN10191_c0_g1" "HOG:A0562187" "Eukaryota" "UC"
"102" "TRINITY_DN10193_c0_g1" "HOG:A0203502" "Pentapetalae" "MC"
"103" "TRINITY_DN10195_c0_g1" "HOG:A0198345" "rosids" "MC"
"104" "TRINITY_DN10197_c0_g1" "HOG:A0563285" "Eukaryota" "UC"
"105" "TRINITY_DN1020_c0_g1" "HOG:A0240462" "Viridiplantae" "UC"
"106" "TRINITY_DN10200_c0_g1" "HOG:A0787860" "LUCA" "UC"
"107" "TRINITY_DN10201_c0_g1" "HOG:A0213071" "Mesangiospermae" "MC"
"108" "TRINITY_DN10203_c0_g1" "HOG:A0220537" "Magnoliopsida" "MC"
"109" "TRINITY_DN10204_c0_g1" "HOG:A0219990" "Magnoliopsida" "MC"
"110" "TRINITY_DN10211_c0_g1" "HOG:A0220720" "Magnoliopsida" "MC"
"111" "TRINITY_DN10213_c0_g1" "HOG:A0204967" "Pentapetalae" "MC"
"112" "TRINITY_DN10214_c0_g1" "HOG:A0576013" "Eukaryota" "UC"
"113" "TRINITY_DN10216_c0_g1" "HOG:A0779773" "LUCA" "UC"
"114" "TRINITY_DN10218_c0_g1" "HOG:A0563950" "Eukaryota" "UC"
"115" "TRINITY_DN10220_c0_g1" "HOG:A0237749" "Streptophyta" "MC"
"116" "TRINITY_DN10227_c0_g1" "HOG:A0562880" "Eukaryota" "UC"
"117" "TRINITY_DN10228_c0_g1" "HOG:A0202409" "Pentapetalae" "MC"
"118" "TRINITY_DN1023_c0_g1" "HOG:A0202712" "Pentapetalae" "MC"
"119" "TRINITY_DN10230_c0_g1" "HOG:A0779722" "LUCA" "UC"
"120" "TRINITY_DN10232_c0_g1" "HOG:A0237556" "Streptophyta" "MC"
"121" "TRINITY_DN10239_c0_g1" "HOG:A0204888" "Pentapetalae" "MC"
"122" "TRINITY_DN1024_c0_g1" "HOG:A0223445" "Spermatophyta" "MC"
"123" "TRINITY_DN10240_c0_g1" "HOG:A0220016" "Magnoliopsida" "MC"
"124" "TRINITY_DN10245_c0_g1" "HOG:A0567478" "Eukaryota" "UC"
"125" "TRINITY_DN10247_c0_g1" "HOG:A0232715" "Tracheophyta" "MC"
"126" "TRINITY_DN10249_c0_g1" "HOG:A0207378" "Pentapetalae" "MC"
"127" "TRINITY_DN1025_c0_g1" "HOG:A0233915" "Embryophyta" "MC"
"128" "TRINITY_DN10251_c0_g1" "HOG:A0785750" "LUCA" "UC"
"129" "TRINITY_DN10252_c0_g1" "HOG:A0562172" "Eukaryota" "UC"
"130" "TRINITY_DN10254_c0_g1" "HOG:A0233655" "Embryophyta" "MC"
"131" "TRINITY_DN10256_c0_g1" "HOG:A0231747" "Tracheophyta" "MC"
"132" "TRINITY_DN10257_c0_g1" "HOG:A0564205" "Eukaryota" "UC"
"133" "TRINITY_DN10259_c0_g1" "HOG:A0563973" "Eukaryota" "UC"
"134" "TRINITY_DN1026_c0_g1" "HOG:A0568991" "Eukaryota" "UC"
"135" "TRINITY_DN10260_c0_g1" "HOG:A0220306" "Magnoliopsida" "MC"
"136" "TRINITY_DN10262_c0_g1" "HOG:A0562669" "Eukaryota" "UC"
"137" "TRINITY_DN10263_c0_g1" "HOG:A0221143" "Magnoliopsida" "MC"
"138" "TRINITY_DN10265_c0_g1" "HOG:A0564252" "Eukaryota" "UC"
"139" "TRINITY_DN10266_c0_g1" "HOG:A0234057" "Embryophyta" "MC"
"140" "TRINITY_DN1027_c0_g1" "HOG:A0220267" "Magnoliopsida" "MC"
"141" "TRINITY_DN10270_c0_g1" "HOG:A0202821" "Pentapetalae" "MC"
"142" "TRINITY_DN10271_c0_g1" "HOG:A0555070" "Opisthokonta" "MC"
"143" "TRINITY_DN10272_c0_g1" "HOG:A0237701" "Streptophyta" "MC"
"144" "TRINITY_DN10274_c0_g1" "HOG:A0564171" "Eukaryota" "UC"
"145" "TRINITY_DN10277_c0_g1" "HOG:A0206389" "Pentapetalae" "MC"
"146" "TRINITY_DN10278_c0_g1" "HOG:A0562608" "Eukaryota" "UC"
"147" "TRINITY_DN10288_c0_g1" "HOG:A0563466" "Eukaryota" "UC"
"148" "TRINITY_DN1029_c0_g1" "HOG:A0779712" "LUCA" "UC"
"149" "TRINITY_DN10291_c0_g1" "HOG:A0222142" "Magnoliopsida" "MC"
"150" "TRINITY_DN10294_c0_g1" "HOG:A0212164" "Mesangiospermae" "MC"
"151" "TRINITY_DN10296_c0_g1" "HOG:A0236835" "Embryophyta" "MC"
"152" "TRINITY_DN10297_c0_g1" "HOG:A0174087" "fabids" "MC"
"153" "TRINITY_DN10299_c0_g1" "HOG:A0199734" "rosids" "MC"
"154" "TRINITY_DN103_c0_g1" "HOG:A0562611" "Eukaryota" "UC"
"155" "TRINITY_DN10301_c0_g1" "HOG:A0203034" "Pentapetalae" "MC"
"156" "TRINITY_DN10303_c0_g1" "HOG:A0234033" "Embryophyta" "MC"
"157" "TRINITY_DN10305_c0_g1" "HOG:A0237503" "Streptophyta" "MC"
"158" "TRINITY_DN10306_c0_g1" "HOG:A0571780" "Eukaryota" "UC"
"159" "TRINITY_DN10308_c0_g1" "HOG:A0788276" "LUCA" "UC"
"160" "TRINITY_DN10312_c0_g1" "HOG:A0570527" "Eukaryota" "UC"
"161" "TRINITY_DN10315_c0_g1" "HOG:A0204540" "Pentapetalae" "MC"
"162" "TRINITY_DN10317_c0_g1" "HOG:A0234440" "Embryophyta" "MC"
"163" "TRINITY_DN10320_c0_g1" "HOG:A0562468" "Eukaryota" "UC"
"164" "TRINITY_DN10321_c0_g1" "HOG:A0233563" "Embryophyta" "MC"
"165" "TRINITY_DN10322_c0_g1" "HOG:A0564219" "Eukaryota" "UC"
"166" "TRINITY_DN10327_c0_g1" "HOG:A0229049" "Spermatophyta" "MC"
"167" "TRINITY_DN10328_c0_g1" "HOG:A0202537" "Pentapetalae" "MC"
"168" "TRINITY_DN1033_c0_g1" "HOG:A0785632" "LUCA" "UC"
"169" "TRINITY_DN10330_c0_g1" "HOG:A0197977" "rosids" "MC"
"170" "TRINITY_DN10331_c0_g1" "HOG:A0563863" "Eukaryota" "UC"
"171" "TRINITY_DN10332_c0_g1" "HOG:A0220249" "Magnoliopsida" "MC"
"172" "TRINITY_DN10336_c0_g1" "HOG:A0202956" "Pentapetalae" "MC"
"173" "TRINITY_DN10338_c0_g1" "HOG:A0198427" "rosids" "MC"
"174" "TRINITY_DN10339_c0_g1" "HOG:A0583095" "Eukaryota" "UC"
"175" "TRINITY_DN1034_c0_g1" "HOG:A0202924" "Pentapetalae" "MC"
"176" "TRINITY_DN10340_c0_g1" "HOG:A0221585" "Magnoliopsida" "MC"
"177" "TRINITY_DN10342_c0_g1" "HOG:A0563288" "Eukaryota" "UC"
"178" "TRINITY_DN10344_c0_g1" "HOG:A0174327" "fabids" "MC"
"179" "TRINITY_DN10346_c0_g1" "HOG:A0206057" "Pentapetalae" "MC"
"180" "TRINITY_DN10353_c0_g1" "HOG:A0237454" "Streptophyta" "MC"
"181" "TRINITY_DN10354_c0_g1" "HOG:A0199658" "rosids" "MC"
"182" "TRINITY_DN10356_c0_g1" "HOG:A0570491" "Eukaryota" "UC"
"183" "TRINITY_DN10362_c0_g1" "HOG:A0219817" "Magnoliopsida" "MC"
"184" "TRINITY_DN10363_c0_g1" "HOG:A0563000" "Eukaryota" "UC"
"185" "TRINITY_DN10364_c0_g1" "HOG:A0202905" "Pentapetalae" "MC"
"186" "TRINITY_DN10366_c0_g1" "HOG:A0562194" "Eukaryota" "UC"
"187" "TRINITY_DN1037_c0_g1" "HOG:A0199813" "rosids" "MC"
"188" "TRINITY_DN10371_c0_g1" "HOG:A0557437" "Opisthokonta" "MC"
"189" "TRINITY_DN10373_c0_g1" "HOG:A0234226" "Embryophyta" "MC"
"190" "TRINITY_DN10378_c0_g1" "HOG:A0206266" "Pentapetalae" "MC"
"191" "TRINITY_DN1038_c0_g1" "HOG:A0223807" "Spermatophyta" "MC"
"192" "TRINITY_DN10380_c0_g1" "HOG:A0233842" "Embryophyta" "MC"
"193" "TRINITY_DN10385_c0_g1" "HOG:A0240060" "Viridiplantae" "UC"
"194" "TRINITY_DN10387_c0_g1" "HOG:A0238761" "Viridiplantae" "UC"
"195" "TRINITY_DN10388_c0_g1" "HOG:A0780432" "LUCA" "UC"
"196" "TRINITY_DN1039_c0_g1" "HOG:A0562187" "Eukaryota" "UC"
"197" "TRINITY_DN10390_c0_g1" "HOG:A0562194" "Eukaryota" "UC"
"198" "TRINITY_DN10391_c0_g1" "HOG:A0781818" "LUCA" "UC"
"199" "TRINITY_DN10392_c0_g1" "HOG:A0222194" "Magnoliopsida" "MC"
"200" "TRINITY_DN10393_c0_g1" "HOG:A0220729" "Magnoliopsida" "MC"
"201" "TRINITY_DN10394_c0_g1" "HOG:A0562937" "Eukaryota" "UC"
"202" "TRINITY_DN10395_c0_g1" "HOG:A0780094" "LUCA" "UC"
"203" "TRINITY_DN10396_c0_g1" "HOG:A0566691" "Eukaryota" "UC"
"204" "TRINITY_DN104_c0_g1" "HOG:A0203295" "Pentapetalae" "MC"
"205" "TRINITY_DN1040_c0_g1" "HOG:A0562562" "Eukaryota" "UC"
"206" "TRINITY_DN10413_c0_g1" "HOG:A0232010" "Tracheophyta" "MC"
"207" "TRINITY_DN10415_c0_g1" "HOG:A0562395" "Eukaryota" "UC"
"208" "TRINITY_DN10417_c0_g1" "HOG:A0221204" "Magnoliopsida" "MC"
"209" "TRINITY_DN10418_c0_g1" "HOG:A0562359" "Eukaryota" "UC"
"210" "TRINITY_DN10420_c0_g1" "HOG:A0565142" "Eukaryota" "UC"
"211" "TRINITY_DN10421_c0_g1" "HOG:A0233828" "Embryophyta" "MC"
"212" "TRINITY_DN10426_c0_g1" "HOG:A0237379" "Streptophyta" "MC"
"213" "TRINITY_DN10427_c0_g1" "HOG:A0566968" "Eukaryota" "UC"
"214" "TRINITY_DN10428_c0_g1" "HOG:A0237368" "Streptophyta" "MC"
"215" "TRINITY_DN10429_c0_g1" "HOG:A0237804" "Streptophyta" "MC"
"216" "TRINITY_DN1043_c0_g1" "HOG:A0233882" "Embryophyta" "MC"
"217" "TRINITY_DN10432_c0_g1" "HOG:A0564475" "Eukaryota" "UC"
"218" "TRINITY_DN10433_c0_g1" "HOG:A0203050" "Pentapetalae" "MC"
"219" "TRINITY_DN10435_c0_g1" "HOG:A0206831" "Pentapetalae" "MC"
"220" "TRINITY_DN10442_c0_g1" "HOG:A0224789" "Spermatophyta" "MC"
"221" "TRINITY_DN10443_c0_g1" "HOG:A0240214" "Viridiplantae" "UC"
"222" "TRINITY_DN10444_c0_g1" "HOG:A0240003" "Viridiplantae" "UC"
"223" "TRINITY_DN10446_c0_g1" "HOG:A0206625" "Pentapetalae" "MC"
"224" "TRINITY_DN10449_c0_g1" "HOG:A0174047" "fabids" "MC"
"225" "TRINITY_DN10450_c0_g1" "HOG:A0220074" "Magnoliopsida" "MC"
"226" "TRINITY_DN10451_c0_g1" "HOG:A0203373" "Pentapetalae" "MC"
"227" "TRINITY_DN10452_c0_g1" "HOG:A0220251" "Magnoliopsida" "MC"
"228" "TRINITY_DN10453_c0_g1" "HOG:A0237931" "Streptophyta" "MC"
"229" "TRINITY_DN10454_c0_g1" "HOG:A0219700" "Magnoliopsida" "MC"
"230" "TRINITY_DN10455_c0_g1" "HOG:A0222026" "Magnoliopsida" "MC"
"231" "TRINITY_DN10456_c0_g1" "HOG:A0569197" "Eukaryota" "UC"
"232" "TRINITY_DN10457_c0_g1" "HOG:A0234009" "Embryophyta" "MC"
"233" "TRINITY_DN10459_c0_g1" "HOG:A0237164" "Streptophyta" "MC"
"234" "TRINITY_DN1046_c0_g1" "HOG:A0223296" "Spermatophyta" "MC"
"235" "TRINITY_DN10461_c0_g1" "HOG:A0562244" "Eukaryota" "UC"
"236" "TRINITY_DN10462_c0_g1" "HOG:A0563757" "Eukaryota" "UC"
"237" "TRINITY_DN10464_c0_g1" "HOG:A0779810" "LUCA" "UC"
"238" "TRINITY_DN10466_c0_g1" "HOG:A0211700" "Mesangiospermae" "MC"
"239" "TRINITY_DN10468_c0_g1" "HOG:A0205736" "Pentapetalae" "MC"
"240" "TRINITY_DN10469_c0_g1" "HOG:A0211944" "Mesangiospermae" "MC"
"241" "TRINITY_DN1047_c0_g1" "HOG:A0238643" "Viridiplantae" "UC"
"242" "TRINITY_DN10471_c0_g1" "HOG:A0780725" "LUCA" "UC"
"243" "TRINITY_DN10473_c0_g1" "HOG:A0207096" "Pentapetalae" "MC"
"244" "TRINITY_DN10474_c0_g1" "HOG:A0211687" "Mesangiospermae" "MC"
"245" "TRINITY_DN10479_c0_g1" "HOG:A0238956" "Viridiplantae" "UC"
"246" "TRINITY_DN1048_c0_g1" "HOG:A0554992" "Opisthokonta" "MC"
"247" "TRINITY_DN10482_c0_g1" "HOG:A0235411" "Embryophyta" "MC"
"248" "TRINITY_DN10486_c0_g1" "HOG:A0563205" "Eukaryota" "UC"
"249" "TRINITY_DN1049_c0_g1" "HOG:A0202990" "Pentapetalae" "MC"
"250" "TRINITY_DN10494_c0_g1" "HOG:A0565956" "Eukaryota" "UC"
"251" "TRINITY_DN10498_c0_g1" "HOG:A0223934" "Spermatophyta" "MC"
"252" "TRINITY_DN10499_c0_g1" "HOG:A0198574" "rosids" "MC"
"253" "TRINITY_DN105_c0_g1" "HOG:A0237220" "Streptophyta" "MC"
"254" "TRINITY_DN1050_c0_g1" "HOG:A0222195" "Magnoliopsida" "MC"
"255" "TRINITY_DN10500_c0_g1" "HOG:A0562498" "Eukaryota" "UC"
"256" "TRINITY_DN10501_c0_g1" "HOG:A0567645" "Eukaryota" "UC"
"257" "TRINITY_DN10502_c0_g1" "HOG:A0562223" "Eukaryota" "UC"
"258" "TRINITY_DN10503_c0_g1" "HOG:A0563242" "Eukaryota" "UC"
"259" "TRINITY_DN10504_c0_g1" "HOG:A0563899" "Eukaryota" "UC"
"260" "TRINITY_DN10507_c0_g1" "HOG:A0574810" "Eukaryota" "UC"
"261" "TRINITY_DN10509_c0_g1" "HOG:A0585181" "Eukaryota" "UC"
"262" "TRINITY_DN10510_c0_g1" "HOG:A0567423" "Eukaryota" "UC"
"263" "TRINITY_DN10512_c0_g1" "HOG:A0203071" "Pentapetalae" "MC"
"264" "TRINITY_DN10513_c0_g1" "HOG:A0211981" "Mesangiospermae" "MC"
"265" "TRINITY_DN10514_c0_g1" "HOG:A0203027" "Pentapetalae" "MC"
"266" "TRINITY_DN1052_c0_g1" "HOG:A0566691" "Eukaryota" "UC"
"267" "TRINITY_DN10520_c0_g1" "HOG:A0237761" "Streptophyta" "MC"
"268" "TRINITY_DN10523_c0_g1" "HOG:A0223890" "Spermatophyta" "MC"
"269" "TRINITY_DN10524_c0_g1" "HOG:A0564466" "Eukaryota" "UC"
"270" "TRINITY_DN1053_c0_g1" "HOG:A0206712" "Pentapetalae" "MC"
"271" "TRINITY_DN10532_c0_g1" "HOG:A0211602" "Mesangiospermae" "MC"
"272" "TRINITY_DN10536_c0_g1" "HOG:A0220714" "Magnoliopsida" "MC"
"273" "TRINITY_DN10538_c0_g1" "HOG:A0566773" "Eukaryota" "UC"
"274" "TRINITY_DN10539_c0_g1" "HOG:A0234476" "Embryophyta" "MC"
"275" "TRINITY_DN1054_c0_g1" "HOG:A0237976" "Streptophyta" "MC"
"276" "TRINITY_DN10542_c0_g1" "HOG:A0237811" "Streptophyta" "MC"
"277" "TRINITY_DN10545_c0_g1" "HOG:A0212157" "Mesangiospermae" "MC"
"278" "TRINITY_DN10546_c0_g1" "HOG:A0567033" "Eukaryota" "UC"
"279" "TRINITY_DN10550_c0_g1" "HOG:A0562194" "Eukaryota" "UC"
"280" "TRINITY_DN10551_c0_g1" "HOG:A0237828" "Streptophyta" "MC"
"281" "TRINITY_DN10557_c0_g1" "HOG:A0779772" "LUCA" "UC"
"282" "TRINITY_DN10558_c0_g1" "HOG:A0174272" "fabids" "MC"
"283" "TRINITY_DN1056_c0_g1" "HOG:A0237135" "Streptophyta" "MC"
"284" "TRINITY_DN10562_c0_g1" "HOG:A0223922" "Spermatophyta" "MC"
"285" "TRINITY_DN10564_c0_g1" "HOG:A0223490" "Spermatophyta" "MC"
"286" "TRINITY_DN10565_c0_g1" "HOG:A0198248" "rosids" "MC"
"287" "TRINITY_DN10566_c0_g1" "HOG:A0781064" "LUCA" "UC"
"288" "TRINITY_DN10572_c0_g1" "HOG:A0562874" "Eukaryota" "UC"
"289" "TRINITY_DN10573_c0_g1" "HOG:A0563839" "Eukaryota" "UC"
"290" "TRINITY_DN10577_c0_g1" "HOG:A0203134" "Pentapetalae" "MC"
"291" "TRINITY_DN10578_c0_g1" "HOG:A0223458" "Spermatophyta" "MC"
"292" "TRINITY_DN10579_c0_g1" "HOG:A0238937" "Viridiplantae" "UC"
"293" "TRINITY_DN1058_c0_g1" "HOG:A0214050" "Mesangiospermae" "MC"
"294" "TRINITY_DN10584_c0_g1" "HOG:A0239512" "Viridiplantae" "UC"
"295" "TRINITY_DN10585_c0_g1" "HOG:A0562223" "Eukaryota" "UC"
"296" "TRINITY_DN10588_c0_g1" "HOG:A0232492" "Tracheophyta" "MC"
"297" "TRINITY_DN10589_c0_g1" "HOG:A0577014" "Eukaryota" "UC"
"298" "TRINITY_DN1059_c0_g1" "HOG:A0234613" "Embryophyta" "MC"
"299" "TRINITY_DN10593_c0_g1" "HOG:A0237315" "Streptophyta" "MC"
"300" "TRINITY_DN10598_c0_g1" "HOG:A0567751" "Eukaryota" "UC"
"301" "TRINITY_DN106_c0_g1" "HOG:A0562172" "Eukaryota" "UC"
"302" "TRINITY_DN10601_c0_g1" "HOG:A0562552" "Eukaryota" "UC"
"303" "TRINITY_DN10608_c0_g1" "HOG:A0239561" "Viridiplantae" "UC"
"304" "TRINITY_DN1061_c0_g1" "HOG:A0566755" "Eukaryota" "UC"
"305" "TRINITY_DN10616_c0_g1" "HOG:A0238724" "Viridiplantae" "UC"
"306" "TRINITY_DN10618_c0_g1" "HOG:A0562310" "Eukaryota" "UC"
"307" "TRINITY_DN1062_c0_g1" "HOG:A0566947" "Eukaryota" "UC"
"308" "TRINITY_DN10624_c0_g1" "HOG:A0224050" "Spermatophyta" "MC"
"309" "TRINITY_DN10625_c0_g1" "HOG:A0239582" "Viridiplantae" "UC"
"310" "TRINITY_DN10630_c0_g1" "HOG:A0567283" "Eukaryota" "UC"
"311" "TRINITY_DN10631_c0_g1" "HOG:A0238030" "Streptophyta" "MC"
"312" "TRINITY_DN10632_c0_g1" "HOG:A0555011" "Opisthokonta" "MC"
"313" "TRINITY_DN10633_c0_g1" "HOG:A0237456" "Streptophyta" "MC"
"314" "TRINITY_DN10634_c0_g1" "HOG:A0562616" "Eukaryota" "UC"
"315" "TRINITY_DN10635_c0_g1" "HOG:A0220312" "Magnoliopsida" "MC"
