"transcript" "hog" "id" "phylostrata" "gene"
"17" "TRINITY_DN10015_c0_g1_i2" "HOG:A0786653" 786653 "LUCA" "TRINITY_DN10015_c0_g1"
"18" "TRINITY_DN10017_c0_g1_i2" "HOG:A0167676" 167676 "asterids" "TRINITY_DN10017_c0_g1"
"19" "TRINITY_DN10018_c0_g1_i1" "HOG:A0222135" 222135 "Magnoliopsida" "TRINITY_DN10018_c0_g1"
"20" "TRINITY_DN10019_c0_g1_i1" "HOG:A0202787" 202787 "Pentapetalae" "TRINITY_DN10019_c0_g1"
"21" "TRINITY_DN1002_c0_g1_i2" "HOG:A0226651" 226651 "Spermatophyta" "TRINITY_DN1002_c0_g1"
"22" "TRINITY_DN10020_c0_g1_i1" "HOG:A0563154" 563154 "Eukaryota" "TRINITY_DN10020_c0_g1"
"23" "TRINITY_DN10021_c0_g1_i1" "HOG:A0571982" 571982 "Eukaryota" "TRINITY_DN10021_c0_g1"
"24" "TRINITY_DN10022_c0_g1_i1" "HOG:A0569201" 569201 "Eukaryota" "TRINITY_DN10022_c0_g1"
"25" "TRINITY_DN10023_c0_g1_i1" "HOG:A0563208" 563208 "Eukaryota" "TRINITY_DN10023_c0_g1"
"26" "TRINITY_DN10024_c0_g1_i1" "HOG:A0576919" 576919 "Eukaryota" "TRINITY_DN10024_c0_g1"
"27" "TRINITY_DN10025_c0_g1_i1" "HOG:A0562529" 562529 "Eukaryota" "TRINITY_DN10025_c0_g1"
"28" "TRINITY_DN10025_c0_g1_i3" "HOG:A0239688" 239688 "Viridiplantae" "TRINITY_DN10025_c0_g1"
"29" "TRINITY_DN10025_c0_g1_i6" "HOG:A0757210" 757210 "Bacteria" "TRINITY_DN10025_c0_g1"
"30" "TRINITY_DN10029_c0_g1_i1" "HOG:A0207052" 207052 "Pentapetalae" "TRINITY_DN10029_c0_g1"
"31" "TRINITY_DN1003_c0_g1_i3" "HOG:A0206342" 206342 "Pentapetalae" "TRINITY_DN1003_c0_g1"
"32" "TRINITY_DN1003_c0_g1_i4" "HOG:A0174224" 174224 "fabids" "TRINITY_DN1003_c0_g1"
"33" "TRINITY_DN10034_c0_g1_i1" "HOG:A0576041" 576041 "Eukaryota" "TRINITY_DN10034_c0_g1"
"34" "TRINITY_DN10035_c0_g1_i1" "HOG:A0781284" 781284 "LUCA" "TRINITY_DN10035_c0_g1"
"35" "TRINITY_DN10037_c0_g1_i1" "HOG:A0569940" 569940 "Eukaryota" "TRINITY_DN10037_c0_g1"
"36" "TRINITY_DN10038_c0_g1_i1" "HOG:A0779720" 779720 "LUCA" "TRINITY_DN10038_c0_g1"
"37" "TRINITY_DN10038_c0_g1_i4" "HOG:A0779720" 779720 "LUCA" "TRINITY_DN10038_c0_g1"
"38" "TRINITY_DN10039_c0_g1_i1" "HOG:A0562351" 562351 "Eukaryota" "TRINITY_DN10039_c0_g1"
"39" "TRINITY_DN10040_c0_g1_i2" "HOG:A0562223" 562223 "Eukaryota" "TRINITY_DN10040_c0_g1"
"40" "TRINITY_DN10040_c0_g1_i3" "HOG:A0562223" 562223 "Eukaryota" "TRINITY_DN10040_c0_g1"
"41" "TRINITY_DN10042_c0_g1_i2" "HOG:A0212099" 212099 "Mesangiospermae" "TRINITY_DN10042_c0_g1"
"42" "TRINITY_DN10046_c0_g1_i1" "HOG:A0168374" 168374 "asterids" "TRINITY_DN10046_c0_g1"
"43" "TRINITY_DN10046_c0_g1_i2" "HOG:A0168374" 168374 "asterids" "TRINITY_DN10046_c0_g1"
"44" "TRINITY_DN10049_c0_g1_i1" "HOG:A0780377" 780377 "LUCA" "TRINITY_DN10049_c0_g1"
"45" "TRINITY_DN10051_c0_g1_i1" "HOG:A0570330" 570330 "Eukaryota" "TRINITY_DN10051_c0_g1"
"46" "TRINITY_DN10054_c0_g1_i1" "HOG:A0237152" 237152 "Streptophyta" "TRINITY_DN10054_c0_g1"
"47" "TRINITY_DN10054_c0_g1_i2" "HOG:A0237152" 237152 "Streptophyta" "TRINITY_DN10054_c0_g1"
"48" "TRINITY_DN10056_c0_g1_i2" "HOG:A0562172" 562172 "Eukaryota" "TRINITY_DN10056_c0_g1"
"49" "TRINITY_DN10059_c0_g1_i1" "HOG:A0568400" 568400 "Eukaryota" "TRINITY_DN10059_c0_g1"
"50" "TRINITY_DN10062_c0_g1_i1" "HOG:A0239415" 239415 "Viridiplantae" "TRINITY_DN10062_c0_g1"
"51" "TRINITY_DN10066_c0_g1_i1" "HOG:A0572356" 572356 "Eukaryota" "TRINITY_DN10066_c0_g1"
"52" "TRINITY_DN10068_c0_g1_i1" "HOG:A0562200" 562200 "Eukaryota" "TRINITY_DN10068_c0_g1"
"53" "TRINITY_DN1007_c0_g1_i1" "HOG:A0562562" 562562 "Eukaryota" "TRINITY_DN1007_c0_g1"
"54" "TRINITY_DN1007_c0_g1_i2" "HOG:A0562562" 562562 "Eukaryota" "TRINITY_DN1007_c0_g1"
"55" "TRINITY_DN10070_c0_g1_i1" "HOG:A0566632" 566632 "Eukaryota" "TRINITY_DN10070_c0_g1"
"56" "TRINITY_DN10073_c0_g1_i1" "HOG:A0232950" 232950 "Tracheophyta" "TRINITY_DN10073_c0_g1"
"57" "TRINITY_DN10074_c0_g1_i1" "HOG:A0220652" 220652 "Magnoliopsida" "TRINITY_DN10074_c0_g1"
"58" "TRINITY_DN10074_c0_g1_i2" "HOG:A0220652" 220652 "Magnoliopsida" "TRINITY_DN10074_c0_g1"
"59" "TRINITY_DN10075_c0_g1_i1" "HOG:A0206402" 206402 "Pentapetalae" "TRINITY_DN10075_c0_g1"
"60" "TRINITY_DN10076_c0_g1_i1" "HOG:A0220229" 220229 "Magnoliopsida" "TRINITY_DN10076_c0_g1"
"61" "TRINITY_DN1008_c0_g1_i1" "HOG:A0567246" 567246 "Eukaryota" "TRINITY_DN1008_c0_g1"
"62" "TRINITY_DN10081_c0_g1_i5" "HOG:A0583250" 583250 "Eukaryota" "TRINITY_DN10081_c0_g1"
"63" "TRINITY_DN10082_c0_g1_i1" "HOG:A0220744" 220744 "Magnoliopsida" "TRINITY_DN10082_c0_g1"
"64" "TRINITY_DN10084_c0_g1_i10" "HOG:A0236522" 236522 "Embryophyta" "TRINITY_DN10084_c0_g1"
"65" "TRINITY_DN10085_c0_g1_i2" "HOG:A0206083" 206083 "Pentapetalae" "TRINITY_DN10085_c0_g1"
"66" "TRINITY_DN10086_c0_g1_i1" "HOG:A0566739" 566739 "Eukaryota" "TRINITY_DN10086_c0_g1"
"67" "TRINITY_DN10087_c0_g1_i1" "HOG:A0567142" 567142 "Eukaryota" "TRINITY_DN10087_c0_g1"
"68" "TRINITY_DN10088_c0_g1_i1" "HOG:A0564940" 564940 "Eukaryota" "TRINITY_DN10088_c0_g1"
"69" "TRINITY_DN10089_c0_g1_i1" "HOG:A0563881" 563881 "Eukaryota" "TRINITY_DN10089_c0_g1"
"70" "TRINITY_DN1009_c0_g1_i1" "HOG:A0562365" 562365 "Eukaryota" "TRINITY_DN1009_c0_g1"
"71" "TRINITY_DN10090_c0_g1_i1" "HOG:A0237557" 237557 "Streptophyta" "TRINITY_DN10090_c0_g1"
"72" "TRINITY_DN10092_c0_g1_i1" "HOG:A0167933" 167933 "asterids" "TRINITY_DN10092_c0_g1"
"73" "TRINITY_DN10093_c0_g1_i1" "HOG:A0234197" 234197 "Embryophyta" "TRINITY_DN10093_c0_g1"
"74" "TRINITY_DN10094_c0_g1_i1" "HOG:A0167874" 167874 "asterids" "TRINITY_DN10094_c0_g1"
"75" "TRINITY_DN10094_c0_g1_i4" "HOG:A0167874" 167874 "asterids" "TRINITY_DN10094_c0_g1"
"76" "TRINITY_DN10095_c0_g1_i1" "HOG:A0566959" 566959 "Eukaryota" "TRINITY_DN10095_c0_g1"
"77" "TRINITY_DN10096_c0_g1_i1" "HOG:A0217948" 217948 "Mesangiospermae" "TRINITY_DN10096_c0_g1"
"78" "TRINITY_DN101_c0_g1_i12" "HOG:A0787851" 787851 "LUCA" "TRINITY_DN101_c0_g1"
"79" "TRINITY_DN101_c0_g1_i5" "HOG:A0787851" 787851 "LUCA" "TRINITY_DN101_c0_g1"
"80" "TRINITY_DN1010_c0_g1_i13" "HOG:A0224573" 224573 "Spermatophyta" "TRINITY_DN1010_c0_g1"
"81" "TRINITY_DN1010_c0_g1_i13" "HOG:A0224573" 224573 "Spermatophyta" "TRINITY_DN1010_c0_g1"
"82" "TRINITY_DN10100_c0_g1_i1" "HOG:A0220565" 220565 "Magnoliopsida" "TRINITY_DN10100_c0_g1"
"83" "TRINITY_DN10102_c0_g1_i1" "HOG:A0563572" 563572 "Eukaryota" "TRINITY_DN10102_c0_g1"
"84" "TRINITY_DN10103_c0_g1_i1" "HOG:A0233657" 233657 "Embryophyta" "TRINITY_DN10103_c0_g1"
"85" "TRINITY_DN10105_c0_g1_i1" "HOG:A0570424" 570424 "Eukaryota" "TRINITY_DN10105_c0_g1"
"86" "TRINITY_DN10107_c0_g1_i1" "HOG:A0779781" 779781 "LUCA" "TRINITY_DN10107_c0_g1"
"87" "TRINITY_DN10108_c0_g1_i3" "HOG:A0233834" 233834 "Embryophyta" "TRINITY_DN10108_c0_g1"
"88" "TRINITY_DN10108_c0_g1_i4" "HOG:A0233834" 233834 "Embryophyta" "TRINITY_DN10108_c0_g1"
"89" "TRINITY_DN10109_c0_g1_i1" "HOG:A0234558" 234558 "Embryophyta" "TRINITY_DN10109_c0_g1"
"90" "TRINITY_DN10110_c0_g1_i1" "HOG:A0174108" 174108 "fabids" "TRINITY_DN10110_c0_g1"
"91" "TRINITY_DN10111_c0_g1_i1" "HOG:A0234295" 234295 "Embryophyta" "TRINITY_DN10111_c0_g1"
"92" "TRINITY_DN10112_c0_g1_i1" "HOG:A0174471" 174471 "fabids" "TRINITY_DN10112_c0_g1"
"93" "TRINITY_DN10113_c0_g1_i1" "HOG:A0233734" 233734 "Embryophyta" "TRINITY_DN10113_c0_g1"
"94" "TRINITY_DN10114_c0_g1_i1" "HOG:A0202956" 202956 "Pentapetalae" "TRINITY_DN10114_c0_g1"
"95" "TRINITY_DN10116_c0_g1_i1" "HOG:A0216008" 216008 "Mesangiospermae" "TRINITY_DN10116_c0_g1"
"96" "TRINITY_DN10121_c0_g1_i1" "HOG:A0567074" 567074 "Eukaryota" "TRINITY_DN10121_c0_g1"
"97" "TRINITY_DN10123_c0_g1_i1" "HOG:A0562172" 562172 "Eukaryota" "TRINITY_DN10123_c0_g1"
"98" "TRINITY_DN10124_c0_g1_i1" "HOG:A0781664" 781664 "LUCA" "TRINITY_DN10124_c0_g1"
"99" "TRINITY_DN10126_c0_g1_i1" "HOG:A0203125" 203125 "Pentapetalae" "TRINITY_DN10126_c0_g1"
"100" "TRINITY_DN10127_c0_g1_i1" "HOG:A0234078" 234078 "Embryophyta" "TRINITY_DN10127_c0_g1"
"101" "TRINITY_DN10129_c0_g1_i1" "HOG:A0223629" 223629 "Spermatophyta" "TRINITY_DN10129_c0_g1"
"102" "TRINITY_DN1013_c0_g1_i1" "HOG:A0785710" 785710 "LUCA" "TRINITY_DN1013_c0_g1"
"103" "TRINITY_DN10131_c0_g1_i1" "HOG:A0220446" 220446 "Magnoliopsida" "TRINITY_DN10131_c0_g1"
"104" "TRINITY_DN10136_c0_g1_i1" "HOG:A0232538" 232538 "Tracheophyta" "TRINITY_DN10136_c0_g1"
"105" "TRINITY_DN10138_c0_g1_i1" "HOG:A0240396" 240396 "Viridiplantae" "TRINITY_DN10138_c0_g1"
"106" "TRINITY_DN10139_c0_g1_i3" "HOG:A0576987" 576987 "Eukaryota" "TRINITY_DN10139_c0_g1"
"107" "TRINITY_DN1014_c0_g1_i1" "HOG:A0563999" 563999 "Eukaryota" "TRINITY_DN1014_c0_g1"
"108" "TRINITY_DN1014_c0_g1_i3" "HOG:A0563999" 563999 "Eukaryota" "TRINITY_DN1014_c0_g1"
"109" "TRINITY_DN10143_c0_g1_i3" "HOG:A0562735" 562735 "Eukaryota" "TRINITY_DN10143_c0_g1"
"110" "TRINITY_DN10144_c0_g1_i1" "HOG:A0237684" 237684 "Streptophyta" "TRINITY_DN10144_c0_g1"
"111" "TRINITY_DN10145_c0_g1_i1" "HOG:A0220636" 220636 "Magnoliopsida" "TRINITY_DN10145_c0_g1"
"112" "TRINITY_DN10151_c0_g1_i1" "HOG:A0220609" 220609 "Magnoliopsida" "TRINITY_DN10151_c0_g1"
"113" "TRINITY_DN10152_c0_g1_i1" "HOG:A0212067" 212067 "Mesangiospermae" "TRINITY_DN10152_c0_g1"
"114" "TRINITY_DN10157_c0_g1_i1" "HOG:A0563251" 563251 "Eukaryota" "TRINITY_DN10157_c0_g1"
"115" "TRINITY_DN10159_c0_g1_i1" "HOG:A0239017" 239017 "Viridiplantae" "TRINITY_DN10159_c0_g1"
"116" "TRINITY_DN10160_c0_g1_i1" "HOG:A0167535" 167535 "asterids" "TRINITY_DN10160_c0_g1"
"117" "TRINITY_DN10161_c0_g1_i1" "HOG:A0228988" 228988 "Spermatophyta" "TRINITY_DN10161_c0_g1"
"118" "TRINITY_DN10164_c0_g1_i1" "HOG:A0563894" 563894 "Eukaryota" "TRINITY_DN10164_c0_g1"
"119" "TRINITY_DN1017_c0_g1_i3" "HOG:A0213269" 213269 "Mesangiospermae" "TRINITY_DN1017_c0_g1"
"120" "TRINITY_DN1017_c0_g1_i6" "HOG:A0213269" 213269 "Mesangiospermae" "TRINITY_DN1017_c0_g1"
"121" "TRINITY_DN10172_c0_g1_i1" "HOG:A0293657" 293657 "Agaricomycetes" "TRINITY_DN10172_c0_g1"
"122" "TRINITY_DN10173_c0_g1_i1" "HOG:A0237398" 237398 "Streptophyta" "TRINITY_DN10173_c0_g1"
"123" "TRINITY_DN10177_c0_g1_i1" "HOG:A0567252" 567252 "Eukaryota" "TRINITY_DN10177_c0_g1"
"124" "TRINITY_DN10179_c0_g1_i1" "HOG:A0238660" 238660 "Viridiplantae" "TRINITY_DN10179_c0_g1"
"125" "TRINITY_DN10180_c0_g1_i1" "HOG:A0583369" 583369 "Eukaryota" "TRINITY_DN10180_c0_g1"
"126" "TRINITY_DN10182_c0_g1_i2" "HOG:A0237737" 237737 "Streptophyta" "TRINITY_DN10182_c0_g1"
"127" "TRINITY_DN10185_c0_g1_i1" "HOG:A0219659" 219659 "Magnoliopsida" "TRINITY_DN10185_c0_g1"
"128" "TRINITY_DN10186_c0_g1_i1" "HOG:A0568990" 568990 "Eukaryota" "TRINITY_DN10186_c0_g1"
"129" "TRINITY_DN10187_c0_g1_i1" "HOG:A0566767" 566767 "Eukaryota" "TRINITY_DN10187_c0_g1"
"130" "TRINITY_DN10188_c0_g1_i5" "HOG:A0570457" 570457 "Eukaryota" "TRINITY_DN10188_c0_g1"
"131" "TRINITY_DN10190_c0_g1_i1" "HOG:A0168330" 168330 "asterids" "TRINITY_DN10190_c0_g1"
"132" "TRINITY_DN10190_c0_g1_i4" "HOG:A0168330" 168330 "asterids" "TRINITY_DN10190_c0_g1"
"133" "TRINITY_DN10191_c0_g1_i1" "HOG:A0562380" 562380 "Eukaryota" "TRINITY_DN10191_c0_g1"
"134" "TRINITY_DN10193_c0_g1_i1" "HOG:A0236525" 236525 "Embryophyta" "TRINITY_DN10193_c0_g1"
"135" "TRINITY_DN10199_c0_g1_i1" "HOG:A0212657" 212657 "Mesangiospermae" "TRINITY_DN10199_c0_g1"
"136" "TRINITY_DN10206_c0_g1_i1" "HOG:A0757271" 757271 "Bacteria" "TRINITY_DN10206_c0_g1"
"137" "TRINITY_DN10207_c0_g1_i1" "HOG:A0562172" 562172 "Eukaryota" "TRINITY_DN10207_c0_g1"
"138" "TRINITY_DN1021_c0_g1_i1" "HOG:A0788167" 788167 "LUCA" "TRINITY_DN1021_c0_g1"
"139" "TRINITY_DN10210_c0_g1_i1" "HOG:A0220503" 220503 "Magnoliopsida" "TRINITY_DN10210_c0_g1"
"140" "TRINITY_DN10214_c0_g1_i1" "HOG:A0198761" 198761 "rosids" "TRINITY_DN10214_c0_g1"
"141" "TRINITY_DN10215_c0_g1_i1" "HOG:A0235425" 235425 "Embryophyta" "TRINITY_DN10215_c0_g1"
"142" "TRINITY_DN10219_c0_g1_i1" "HOG:A0562201" 562201 "Eukaryota" "TRINITY_DN10219_c0_g1"
"143" "TRINITY_DN1022_c0_g1_i11" "HOG:A0562163" 562163 "Eukaryota" "TRINITY_DN1022_c0_g1"
"144" "TRINITY_DN10222_c0_g1_i1" "HOG:A0780592" 780592 "LUCA" "TRINITY_DN10222_c0_g1"
"145" "TRINITY_DN10225_c0_g1_i1" "HOG:A0237438" 237438 "Streptophyta" "TRINITY_DN10225_c0_g1"
"146" "TRINITY_DN10227_c0_g1_i1" "HOG:A0562417" 562417 "Eukaryota" "TRINITY_DN10227_c0_g1"
"147" "TRINITY_DN10228_c0_g1_i1" "HOG:A0237067" 237067 "Streptophyta" "TRINITY_DN10228_c0_g1"
"148" "TRINITY_DN10229_c0_g1_i1" "HOG:A0203145" 203145 "Pentapetalae" "TRINITY_DN10229_c0_g1"
"149" "TRINITY_DN10233_c0_g1_i1" "HOG:A0200591" 200591 "rosids" "TRINITY_DN10233_c0_g1"
"150" "TRINITY_DN10234_c0_g1_i1" "HOG:A0562194" 562194 "Eukaryota" "TRINITY_DN10234_c0_g1"
"151" "TRINITY_DN1024_c0_g1_i1" "HOG:A0238736" 238736 "Viridiplantae" "TRINITY_DN1024_c0_g1"
"152" "TRINITY_DN10241_c0_g1_i1" "HOG:A0563841" 563841 "Eukaryota" "TRINITY_DN10241_c0_g1"
"153" "TRINITY_DN10241_c0_g1_i2" "HOG:A0563841" 563841 "Eukaryota" "TRINITY_DN10241_c0_g1"
"154" "TRINITY_DN10246_c0_g1_i1" "HOG:A0219884" 219884 "Magnoliopsida" "TRINITY_DN10246_c0_g1"
"155" "TRINITY_DN10249_c0_g1_i1" "HOG:A0562696" 562696 "Eukaryota" "TRINITY_DN10249_c0_g1"
"156" "TRINITY_DN1025_c0_g1_i2" "HOG:A0167701" 167701 "asterids" "TRINITY_DN1025_c0_g1"
"157" "TRINITY_DN10250_c0_g1_i2" "HOG:A0634517" 634517 "Streptomyces" "TRINITY_DN10250_c0_g1"
"158" "TRINITY_DN10251_c0_g1_i1" "HOG:A0566928" 566928 "Eukaryota" "TRINITY_DN10251_c0_g1"
"159" "TRINITY_DN10254_c0_g1_i1" "HOG:A0206709" 206709 "Pentapetalae" "TRINITY_DN10254_c0_g1"
"160" "TRINITY_DN10255_c0_g1_i1" "HOG:A0234560" 234560 "Embryophyta" "TRINITY_DN10255_c0_g1"
"161" "TRINITY_DN10256_c0_g1_i1" "HOG:A0564682" 564682 "Eukaryota" "TRINITY_DN10256_c0_g1"
"162" "TRINITY_DN10257_c0_g1_i1" "HOG:A0167660" 167660 "asterids" "TRINITY_DN10257_c0_g1"
"163" "TRINITY_DN10259_c0_g1_i1" "HOG:A0234198" 234198 "Embryophyta" "TRINITY_DN10259_c0_g1"
"164" "TRINITY_DN10261_c0_g1_i1" "HOG:A0562999" 562999 "Eukaryota" "TRINITY_DN10261_c0_g1"
"165" "TRINITY_DN10263_c0_g1_i1" "HOG:A0779759" 779759 "LUCA" "TRINITY_DN10263_c0_g1"
"166" "TRINITY_DN10264_c0_g1_i11" "HOG:A0220460" 220460 "Magnoliopsida" "TRINITY_DN10264_c0_g1"
"167" "TRINITY_DN10265_c0_g1_i1" "HOG:A0234221" 234221 "Embryophyta" "TRINITY_DN10265_c0_g1"
"168" "TRINITY_DN10266_c0_g1_i1" "HOG:A0211807" 211807 "Mesangiospermae" "TRINITY_DN10266_c0_g1"
"169" "TRINITY_DN10272_c0_g1_i1" "HOG:A0212967" 212967 "Mesangiospermae" "TRINITY_DN10272_c0_g1"
"170" "TRINITY_DN10277_c0_g1_i1" "HOG:A0233601" 233601 "Embryophyta" "TRINITY_DN10277_c0_g1"
"171" "TRINITY_DN10278_c0_g2_i1" "HOG:A0562172" 562172 "Eukaryota" "TRINITY_DN10278_c0_g2"
"172" "TRINITY_DN10281_c0_g1_i5" "HOG:A0202501" 202501 "Pentapetalae" "TRINITY_DN10281_c0_g1"
"173" "TRINITY_DN10283_c0_g1_i1" "HOG:A0563281" 563281 "Eukaryota" "TRINITY_DN10283_c0_g1"
"174" "TRINITY_DN10285_c1_g1_i1" "HOG:A0563021" 563021 "Eukaryota" "TRINITY_DN10285_c1_g1"
"175" "TRINITY_DN10287_c0_g1_i1" "HOG:A0234657" 234657 "Embryophyta" "TRINITY_DN10287_c0_g1"
"176" "TRINITY_DN10288_c0_g1_i1" "HOG:A0567129" 567129 "Eukaryota" "TRINITY_DN10288_c0_g1"
"177" "TRINITY_DN10289_c0_g1_i1" "HOG:A0202920" 202920 "Pentapetalae" "TRINITY_DN10289_c0_g1"
"178" "TRINITY_DN1029_c0_g1_i1" "HOG:A0780977" 780977 "LUCA" "TRINITY_DN1029_c0_g1"
"179" "TRINITY_DN1029_c0_g1_i2" "HOG:A0780977" 780977 "LUCA" "TRINITY_DN1029_c0_g1"
"180" "TRINITY_DN10290_c0_g1_i1" "HOG:A0562820" 562820 "Eukaryota" "TRINITY_DN10290_c0_g1"
"181" "TRINITY_DN10290_c0_g1_i12" "HOG:A0562820" 562820 "Eukaryota" "TRINITY_DN10290_c0_g1"
"182" "TRINITY_DN10291_c0_g1_i1" "HOG:A0239459" 239459 "Viridiplantae" "TRINITY_DN10291_c0_g1"
"183" "TRINITY_DN10295_c0_g1_i1" "HOG:A0237720" 237720 "Streptophyta" "TRINITY_DN10295_c0_g1"
"184" "TRINITY_DN10296_c0_g1_i2" "HOG:A0562198" 562198 "Eukaryota" "TRINITY_DN10296_c0_g1"
"185" "TRINITY_DN10297_c0_g1_i1" "HOG:A0562708" 562708 "Eukaryota" "TRINITY_DN10297_c0_g1"
"186" "TRINITY_DN10298_c0_g1_i1" "HOG:A0567550" 567550 "Eukaryota" "TRINITY_DN10298_c0_g1"
"187" "TRINITY_DN10299_c0_g1_i1" "HOG:A0567145" 567145 "Eukaryota" "TRINITY_DN10299_c0_g1"
"188" "TRINITY_DN10300_c0_g1_i5" "HOG:A0234355" 234355 "Embryophyta" "TRINITY_DN10300_c0_g1"
"189" "TRINITY_DN10301_c0_g1_i1" "HOG:A0237262" 237262 "Streptophyta" "TRINITY_DN10301_c0_g1"
"190" "TRINITY_DN10302_c0_g1_i1" "HOG:A0167641" 167641 "asterids" "TRINITY_DN10302_c0_g1"
"191" "TRINITY_DN10304_c0_g1_i1" "HOG:A0779809" 779809 "LUCA" "TRINITY_DN10304_c0_g1"
"192" "TRINITY_DN10305_c0_g1_i1" "HOG:A0564257" 564257 "Eukaryota" "TRINITY_DN10305_c0_g1"
"193" "TRINITY_DN10305_c0_g1_i2" "HOG:A0564257" 564257 "Eukaryota" "TRINITY_DN10305_c0_g1"
"194" "TRINITY_DN10306_c0_g1_i1" "HOG:A0233861" 233861 "Embryophyta" "TRINITY_DN10306_c0_g1"
"195" "TRINITY_DN10314_c0_g1_i1" "HOG:A0567069" 567069 "Eukaryota" "TRINITY_DN10314_c0_g1"
"196" "TRINITY_DN10315_c0_g1_i1" "HOG:A0202937" 202937 "Pentapetalae" "TRINITY_DN10315_c0_g1"
"197" "TRINITY_DN10317_c0_g1_i2" "HOG:A0237464" 237464 "Streptophyta" "TRINITY_DN10317_c0_g1"
"198" "TRINITY_DN10318_c0_g1_i2" "HOG:A0576330" 576330 "Eukaryota" "TRINITY_DN10318_c0_g1"
"199" "TRINITY_DN1032_c0_g1_i1" "HOG:A0562533" 562533 "Eukaryota" "TRINITY_DN1032_c0_g1"
"200" "TRINITY_DN1032_c0_g1_i4" "HOG:A0562533" 562533 "Eukaryota" "TRINITY_DN1032_c0_g1"
"201" "TRINITY_DN10320_c0_g1_i1" "HOG:A0167634" 167634 "asterids" "TRINITY_DN10320_c0_g1"
"202" "TRINITY_DN10322_c0_g1_i1" "HOG:A0213142" 213142 "Mesangiospermae" "TRINITY_DN10322_c0_g1"
"203" "TRINITY_DN10322_c0_g1_i1" "HOG:A0198025" 198025 "rosids" "TRINITY_DN10322_c0_g1"
"204" "TRINITY_DN10322_c0_g1_i2" "HOG:A0213142" 213142 "Mesangiospermae" "TRINITY_DN10322_c0_g1"
"205" "TRINITY_DN10325_c0_g1_i1" "HOG:A0206130" 206130 "Pentapetalae" "TRINITY_DN10325_c0_g1"
"206" "TRINITY_DN10326_c0_g1_i1" "HOG:A0563951" 563951 "Eukaryota" "TRINITY_DN10326_c0_g1"
"207" "TRINITY_DN10328_c0_g1_i1" "HOG:A0566691" 566691 "Eukaryota" "TRINITY_DN10328_c0_g1"
"208" "TRINITY_DN10329_c0_g1_i1" "HOG:A0562422" 562422 "Eukaryota" "TRINITY_DN10329_c0_g1"
"209" "TRINITY_DN1033_c0_g1_i1" "HOG:A0234380" 234380 "Embryophyta" "TRINITY_DN1033_c0_g1"
"210" "TRINITY_DN10331_c0_g1_i1" "HOG:A0233562" 233562 "Embryophyta" "TRINITY_DN10331_c0_g1"
"211" "TRINITY_DN10332_c0_g1_i1" "HOG:A0515656" 515656 "Euteleostomi" "TRINITY_DN10332_c0_g1"
"212" "TRINITY_DN10335_c0_g1_i1" "HOG:A0563647" 563647 "Eukaryota" "TRINITY_DN10335_c0_g1"
"213" "TRINITY_DN10337_c0_g1_i1" "HOG:A0220634" 220634 "Magnoliopsida" "TRINITY_DN10337_c0_g1"
"214" "TRINITY_DN1034_c0_g1_i2" "HOG:A0211722" 211722 "Mesangiospermae" "TRINITY_DN1034_c0_g1"
"215" "TRINITY_DN10340_c0_g1_i1" "HOG:A0761990" 761990 "Bacteria" "TRINITY_DN10340_c0_g1"
