"gene" "hog_correct" "hog_id"
"167" "TRINITY_DN2298_c0_g1" "Mesangiospermae" "HOG:A0215647"
"168" "TRINITY_DN23058_c0_g1" "Eukaryota" "HOG:A0563951"
"169" "TRINITY_DN23104_c0_g2" "rosids" "HOG:A0198397"
"170" "TRINITY_DN2336_c0_g1" "malvids" "HOG:A0197081"
"171" "TRINITY_DN23562_c0_g1" "Pentapetalae" "HOG:A0208604"
"172" "TRINITY_DN2358_c1_g1" "rosids" "HOG:A0198147"
"173" "TRINITY_DN2363_c0_g1" "Eukaryota" "HOG:A0582341"
"174" "TRINITY_DN24002_c0_g1" "Magnoliopsida" "HOG:A0220604"
"175" "TRINITY_DN24064_c0_g1" "Pezizomycotina" "HOG:A0362928"
"176" "TRINITY_DN2430_c2_g1" "asterids" "HOG:A0168172"
"177" "TRINITY_DN24329_c0_g1" "asterids" "HOG:A0167785"
"178" "TRINITY_DN24359_c0_g1" "Eukaryota" "HOG:A0562806"
"179" "TRINITY_DN24372_c0_g1" "Mesangiospermae" "HOG:A0212186"
"180" "TRINITY_DN24441_c0_g1" "LUCA" "HOG:A0786042"
"181" "TRINITY_DN24450_c0_g1" "Embryophyta" "HOG:A0234577"
"182" "TRINITY_DN2456_c0_g1" "Magnoliopsida" "HOG:A0221900"
"183" "TRINITY_DN24628_c0_g1" "rosids" "HOG:A0200201"
"184" "TRINITY_DN2486_c0_g1" "fabids" "HOG:A0174350"
"185" "TRINITY_DN24974_c0_g1" "50" "HOG:A0173773"
"186" "TRINITY_DN25211_c0_g1" "Pezizomycotina" "HOG:A0362768"
"187" "TRINITY_DN25285_c0_g1" "Pentapetalae" "HOG:A0206569"
"188" "TRINITY_DN2534_c0_g1" "Mesangiospermae" "HOG:A0213063"
"189" "TRINITY_DN25601_c0_g1" "rosids" "HOG:A0198159"
"190" "TRINITY_DN25731_c0_g1" "Eukaryota" "HOG:A0563739"
"191" "TRINITY_DN2599_c1_g1" "Spermatophyta" "HOG:A0224062"
"192" "TRINITY_DN26424_c0_g1" "Liliopsida" "HOG:A0159418"
"193" "TRINITY_DN2662_c0_g1" "Opisthokonta" "HOG:A0556211"
"194" "TRINITY_DN26852_c0_g1" "Eukaryota" "HOG:A0562271"
"195" "TRINITY_DN26878_c0_g1" "Mesangiospermae" "HOG:A0212136"
"196" "TRINITY_DN26994_c0_g1" "Pentapetalae" "HOG:A0206779"
"197" "TRINITY_DN2727_c1_g1" "Pentapetalae" "HOG:A0202670"
"198" "TRINITY_DN2733_c0_g1" "Viridiplantae" "HOG:A0238741"
"199" "TRINITY_DN27359_c0_g1" "Eukaryota" "HOG:A0562806"
"200" "TRINITY_DN27375_c0_g1" "Opisthokonta" "HOG:A0555060"
"201" "TRINITY_DN27389_c0_g1" "rosids" "HOG:A0197970"
"202" "TRINITY_DN2779_c0_g1" "Bilateria" "HOG:A0535492"
"203" "TRINITY_DN279_c1_g1" "Eukaryota" "HOG:A0562172"
"204" "TRINITY_DN28082_c0_g1" "asterids" "HOG:A0168787"
"205" "TRINITY_DN28126_c0_g1" "LUCA" "HOG:A0785606"
"206" "TRINITY_DN2814_c0_g1" "Spermatophyta" "HOG:A0223881"
"207" "TRINITY_DN2815_c0_g1" "Spermatophyta" "HOG:A0226365"
"208" "TRINITY_DN28621_c0_g1" "asterids" "HOG:A0168108"
"209" "TRINITY_DN28701_c0_g1" "asterids" "HOG:A0167679"
"210" "TRINITY_DN29171_c0_g1" "Eukaryota" "HOG:A0562279"
"211" "TRINITY_DN29191_c0_g1" "Pentapetalae" "HOG:A0202535"
"212" "TRINITY_DN29535_c0_g2" "Pentapetalae" "HOG:A0208304"
"213" "TRINITY_DN2984_c0_g1" "asterids" "HOG:A0167594"
"214" "TRINITY_DN3114_c0_g1" "Eukaryota" "HOG:A0562172"
"215" "TRINITY_DN3114_c1_g1" "asterids" "HOG:A0168668"
"216" "TRINITY_DN3242_c0_g2" "asterids" "HOG:A0167608"
"217" "TRINITY_DN3293_c0_g1" "Mesangiospermae" "HOG:A0212929"
"218" "TRINITY_DN3483_c2_g1" "Spermatophyta" "HOG:A0223340"
"219" "TRINITY_DN3488_c0_g1" "Pentapetalae" "HOG:A0206625"
"220" "TRINITY_DN3568_c2_g1" "Pentapetalae" "HOG:A0202881"
"221" "TRINITY_DN3620_c0_g1" "asterids" "HOG:A0167877"
"222" "TRINITY_DN3746_c0_g3" "Spermatophyta" "HOG:A0224036"
"223" "TRINITY_DN3875_c0_g1" "Eukaryota" "HOG:A0562172"
"224" "TRINITY_DN3886_c0_g1" "Eukaryota" "HOG:A0563271"
"225" "TRINITY_DN3926_c0_g1" "Spermatophyta" "HOG:A0224406"
"226" "TRINITY_DN4015_c0_g1" "Spermatophyta" "HOG:A0229036"
"227" "TRINITY_DN4062_c0_g1" "rosids" "HOG:A0198028"
"228" "TRINITY_DN4128_c0_g1" "Mesangiospermae" "HOG:A0213329"
"229" "TRINITY_DN4235_c0_g1" "Pentapetalae" "HOG:A0207649"
"230" "TRINITY_DN4301_c0_g1" "Mesangiospermae" "HOG:A0213269"
"231" "TRINITY_DN4449_c0_g1" "Streptophyta" "HOG:A0238098"
"232" "TRINITY_DN45_c0_g1" "LUCA" "HOG:A0785763"
"233" "TRINITY_DN4546_c0_g1" "Pentapetalae" "HOG:A0206476"
"234" "TRINITY_DN4553_c0_g1" "Eukaryota" "HOG:A0562166"
"235" "TRINITY_DN466_c0_g1" "Spermatophyta" "HOG:A0224117"
"236" "TRINITY_DN4721_c0_g1" "rosids" "HOG:A0198440"
"237" "TRINITY_DN4722_c0_g1" "rosids" "HOG:A0198214"
"238" "TRINITY_DN4777_c0_g1" "rosids" "HOG:A0198188"
"239" "TRINITY_DN4886_c0_g1" "Malvaceae" "HOG:A0179676"
"240" "TRINITY_DN4947_c0_g1" "Opisthokonta" "HOG:A0556879"
"241" "TRINITY_DN4987_c0_g1" "Magnoliopsida" "HOG:A0222050"
"242" "TRINITY_DN5034_c0_g1" "Embryophyta" "HOG:A0233857"
"243" "TRINITY_DN509_c0_g1" "Streptophyta" "HOG:A0237311"
"244" "TRINITY_DN5122_c0_g1" "Pentapetalae" "HOG:A0202596"
"245" "TRINITY_DN5160_c1_g1" "Pentapetalae" "HOG:A0203413"
"246" "TRINITY_DN5204_c0_g1" "malvids" "HOG:A0197138"
"247" "TRINITY_DN52172_c0_g1" "Spermatophyta" "HOG:A0229140"
"248" "TRINITY_DN5266_c0_g1" "Magnoliopsida" "HOG:A0220667"
"249" "TRINITY_DN5408_c0_g1" "Pentapetalae" "HOG:A0206259"
"250" "TRINITY_DN5442_c0_g1" "Pentapetalae" "HOG:A0203133"
"251" "TRINITY_DN5451_c0_g1" "Pentapetalae" "HOG:A0205217"
"252" "TRINITY_DN547_c0_g1" "asterids" "HOG:A0167770"
"253" "TRINITY_DN5492_c1_g1" "asterids" "HOG:A0168459"
"254" "TRINITY_DN5619_c0_g1" "Embryophyta" "HOG:A0236535"
"255" "TRINITY_DN5629_c0_g1" "Spermatophyta" "HOG:A0228202"
"256" "TRINITY_DN5636_c0_g1" "rosids" "HOG:A0200136"
"257" "TRINITY_DN5642_c0_g1" "Magnoliopsida" "HOG:A0219909"
"258" "TRINITY_DN5840_c0_g1" "Eukaryota" "HOG:A0562500"
"259" "TRINITY_DN5877_c0_g1" "rosids" "HOG:A0198169"
"260" "TRINITY_DN5879_c0_g1" "Schizophora" "HOG:A0436067"
"261" "TRINITY_DN5918_c0_g1" "Magnoliopsida" "HOG:A0222130"
"262" "TRINITY_DN596_c0_g1" "asterids" "HOG:A0167885"
"263" "TRINITY_DN6018_c0_g1" "Eukaryota" "HOG:A0564110"
"264" "TRINITY_DN6090_c0_g1" "asterids" "HOG:A0167544"
"265" "TRINITY_DN610_c0_g1" "Magnoliopsida" "HOG:A0219668"
"266" "TRINITY_DN6103_c0_g1" "rosids" "HOG:A0198066"
"267" "TRINITY_DN6118_c0_g1" "Pentapetalae" "HOG:A0202465"
"268" "TRINITY_DN6229_c0_g2" "LUCA" "HOG:A0781955"
"269" "TRINITY_DN6252_c0_g1" "Magnoliopsida" "HOG:A0220752"
"270" "TRINITY_DN6260_c0_g1" "Pentapetalae" "HOG:A0208662"
"271" "TRINITY_DN629_c0_g1" "fabids" "HOG:A0174498"
"272" "TRINITY_DN6295_c0_g1" "Eukaryota" "HOG:A0562450"
"273" "TRINITY_DN6342_c0_g1" "Embryophyta" "HOG:A0235108"
"274" "TRINITY_DN6480_c0_g1" "Eukaryota" "HOG:A0562421"
"275" "TRINITY_DN6566_c0_g1" "rosids" "HOG:A0198127"
"276" "TRINITY_DN6601_c0_g1" "LUCA" "HOG:A0786411"
"277" "TRINITY_DN6647_c0_g1" "Eukaryota" "HOG:A0562564"
"278" "TRINITY_DN6661_c0_g1" "Opisthokonta" "HOG:A0555920"
"279" "TRINITY_DN6696_c0_g1" "Spermatophyta" "HOG:A0224191"
"280" "TRINITY_DN6741_c0_g1" "Spermatophyta" "HOG:A0223290"
"281" "TRINITY_DN6742_c0_g1" "Spermatophyta" "HOG:A0225488"
"282" "TRINITY_DN6742_c1_g1" "Spermatophyta" "HOG:A0224102"
"283" "TRINITY_DN6864_c0_g1" "asterids" "HOG:A0167505"
"284" "TRINITY_DN7002_c0_g1" "fabids" "HOG:A0174087"
"285" "TRINITY_DN71660_c0_g1" "asterids" "HOG:A0167887"
"286" "TRINITY_DN72293_c0_g1" "Magnoliopsida" "HOG:A0221699"
"287" "TRINITY_DN7241_c0_g1" "Pentapetalae" "HOG:A0204223"
"288" "TRINITY_DN7314_c0_g1" "Eukaryota" "HOG:A0562498"
"289" "TRINITY_DN7664_c0_g1" "Tracheophyta" "HOG:A0232255"
"290" "TRINITY_DN7693_c0_g1" "Eukaryota" "HOG:A0571809"
"291" "TRINITY_DN7807_c0_g1" "Eukaryota" "HOG:A0565970"
"292" "TRINITY_DN78259_c0_g1" "rosids" "HOG:A0200580"
"293" "TRINITY_DN7880_c0_g1" "Streptophyta" "HOG:A0237068"
"294" "TRINITY_DN8071_c0_g1" "LUCA" "HOG:A0787884"
"295" "TRINITY_DN81607_c0_g1" "Tracheophyta" "HOG:A0232726"
"296" "TRINITY_DN8236_c0_g1" "Spermatophyta" "HOG:A0227828"
"297" "TRINITY_DN8261_c0_g1" "Mesangiospermae" "HOG:A0212951"
"298" "TRINITY_DN8263_c0_g1" "Eukaryota" "HOG:A0562172"
"299" "TRINITY_DN8352_c1_g1" "Eukaryota" "HOG:A0568968"
"300" "TRINITY_DN8471_c0_g1" "asterids" "HOG:A0168227"
"301" "TRINITY_DN850_c0_g1" "Mesangiospermae" "HOG:A0214197"
"302" "TRINITY_DN8655_c0_g1" "Eukaryota" "HOG:A0566876"
"303" "TRINITY_DN8695_c0_g1" "rosids" "HOG:A0198128"
"304" "TRINITY_DN8767_c0_g1" "malvids" "HOG:A0197190"
"305" "TRINITY_DN8837_c0_g1" "Magnoliopsida" "HOG:A0220985"
"306" "TRINITY_DN8916_c0_g1" "Pentapetalae" "HOG:A0204454"
"307" "TRINITY_DN9123_c0_g1" "Viridiplantae" "HOG:A0240218"
"308" "TRINITY_DN9126_c0_g1" "rosids" "HOG:A0198610"
"309" "TRINITY_DN9246_c0_g1" "fabids" "HOG:A0174354"
"310" "TRINITY_DN93_c0_g1" "Magnoliopsida" "HOG:A0220058"
"311" "TRINITY_DN9451_c0_g1" "Eukaryota" "HOG:A0564292"
"312" "TRINITY_DN9471_c0_g1" "Viridiplantae" "HOG:A0238690"
"313" "TRINITY_DN9646_c0_g1" "LUCA" "HOG:A0785599"
"314" "TRINITY_DN9740_c0_g1" "Pentapetalae" "HOG:A0203657"
"315" "TRINITY_DN9865_c0_g1" "asterids" "HOG:A0168304"
"316" "TRINITY_DN992_c0_g1" "asterids" "HOG:A0168596"
"317" "TRINITY_DN9993_c1_g1" "asterids" "HOG:A0167598"
