"transcript" "hog" "id" "phylostrata" "gene"
"36" "TRINITY_DN10063_c0_g1_i1" "HOG:A0563443" 563443 "Eukaryota" "TRINITY_DN10063_c0_g1"
"37" "TRINITY_DN10066_c0_g1_i1" "HOG:A0563740" 563740 "Eukaryota" "TRINITY_DN10066_c0_g1"
"38" "TRINITY_DN10067_c0_g1_i1" "HOG:A0786123" 786123 "LUCA" "TRINITY_DN10067_c0_g1"
"39" "TRINITY_DN10068_c0_g1_i1" "HOG:A0582575" 582575 "Eukaryota" "TRINITY_DN10068_c0_g1"
"40" "TRINITY_DN10068_c0_g1_i2" "HOG:A0582575" 582575 "Eukaryota" "TRINITY_DN10068_c0_g1"
"41" "TRINITY_DN10071_c0_g1_i1" "HOG:A0202694" 202694 "Pentapetalae" "TRINITY_DN10071_c0_g1"
"42" "TRINITY_DN10072_c0_g1_i1" "HOG:A0222107" 222107 "Magnoliopsida" "TRINITY_DN10072_c0_g1"
"43" "TRINITY_DN10073_c0_g1_i1" "HOG:A0562268" 562268 "Eukaryota" "TRINITY_DN10073_c0_g1"
"44" "TRINITY_DN10073_c0_g1_i2" "HOG:A0757516" 757516 "Bacteria" "TRINITY_DN10073_c0_g1"
"45" "TRINITY_DN10076_c0_g1_i1" "HOG:A0236832" 236832 "Embryophyta" "TRINITY_DN10076_c0_g1"
"46" "TRINITY_DN10077_c0_g1_i1" "HOG:A0576371" 576371 "Eukaryota" "TRINITY_DN10077_c0_g1"
"47" "TRINITY_DN1008_c0_g1_i1" "HOG:A0562172" 562172 "Eukaryota" "TRINITY_DN1008_c0_g1"
"48" "TRINITY_DN10083_c0_g1_i1" "HOG:A0220100" 220100 "Magnoliopsida" "TRINITY_DN10083_c0_g1"
"49" "TRINITY_DN10086_c0_g1_i1" "HOG:A0572339" 572339 "Eukaryota" "TRINITY_DN10086_c0_g1"
"50" "TRINITY_DN10088_c0_g1_i1" "HOG:A0231853" 231853 "Tracheophyta" "TRINITY_DN10088_c0_g1"
"51" "TRINITY_DN10089_c0_g1_i1" "HOG:A0563427" 563427 "Eukaryota" "TRINITY_DN10089_c0_g1"
"52" "TRINITY_DN1009_c0_g1_i1" "HOG:A0779795" 779795 "LUCA" "TRINITY_DN1009_c0_g1"
"53" "TRINITY_DN10092_c0_g1_i1" "HOG:A0220624" 220624 "Magnoliopsida" "TRINITY_DN10092_c0_g1"
"54" "TRINITY_DN10094_c0_g1_i1" "HOG:A0221562" 221562 "Magnoliopsida" "TRINITY_DN10094_c0_g1"
"55" "TRINITY_DN10096_c0_g1_i1" "HOG:A0570451" 570451 "Eukaryota" "TRINITY_DN10096_c0_g1"
"56" "TRINITY_DN10097_c0_g1_i1" "HOG:A0205043" 205043 "Pentapetalae" "TRINITY_DN10097_c0_g1"
"57" "TRINITY_DN10098_c0_g1_i4" "HOG:A0562266" 562266 "Eukaryota" "TRINITY_DN10098_c0_g1"
"58" "TRINITY_DN101_c0_g1_i10" "HOG:A0232731" 232731 "Tracheophyta" "TRINITY_DN101_c0_g1"
"59" "TRINITY_DN1010_c0_g1_i13" "HOG:A0293657" 293657 "Agaricomycetes" "TRINITY_DN1010_c0_g1"
"60" "TRINITY_DN10100_c0_g1_i1" "HOG:A0233924" 233924 "Embryophyta" "TRINITY_DN10100_c0_g1"
"61" "TRINITY_DN10101_c0_g1_i1" "HOG:A0206552" 206552 "Pentapetalae" "TRINITY_DN10101_c0_g1"
"62" "TRINITY_DN10101_c0_g1_i2" "HOG:A0206552" 206552 "Pentapetalae" "TRINITY_DN10101_c0_g1"
"63" "TRINITY_DN10102_c0_g1_i1" "HOG:A0563797" 563797 "Eukaryota" "TRINITY_DN10102_c0_g1"
"64" "TRINITY_DN10104_c0_g1_i1" "HOG:A0205284" 205284 "Pentapetalae" "TRINITY_DN10104_c0_g1"
"65" "TRINITY_DN10107_c0_g1_i1" "HOG:A0220542" 220542 "Magnoliopsida" "TRINITY_DN10107_c0_g1"
"66" "TRINITY_DN10108_c0_g1_i1" "HOG:A0563751" 563751 "Eukaryota" "TRINITY_DN10108_c0_g1"
"67" "TRINITY_DN10109_c0_g1_i1" "HOG:A0234544" 234544 "Embryophyta" "TRINITY_DN10109_c0_g1"
"68" "TRINITY_DN10110_c0_g1_i1" "HOG:A0573219" 573219 "Eukaryota" "TRINITY_DN10110_c0_g1"
"69" "TRINITY_DN10112_c0_g1_i1" "HOG:A0198044" 198044 "rosids" "TRINITY_DN10112_c0_g1"
"70" "TRINITY_DN10113_c0_g1_i1" "HOG:A0563576" 563576 "Eukaryota" "TRINITY_DN10113_c0_g1"
"71" "TRINITY_DN10114_c0_g1_i1" "HOG:A0237705" 237705 "Streptophyta" "TRINITY_DN10114_c0_g1"
"72" "TRINITY_DN10115_c0_g1_i2" "HOG:A0240015" 240015 "Viridiplantae" "TRINITY_DN10115_c0_g1"
"73" "TRINITY_DN10117_c0_g1_i1" "HOG:A0229246" 229246 "Spermatophyta" "TRINITY_DN10117_c0_g1"
"74" "TRINITY_DN10119_c0_g1_i1" "HOG:A0237976" 237976 "Streptophyta" "TRINITY_DN10119_c0_g1"
"75" "TRINITY_DN10123_c0_g1_i1" "HOG:A0234920" 234920 "Embryophyta" "TRINITY_DN10123_c0_g1"
"76" "TRINITY_DN1013_c0_g1_i1" "HOG:A0219833" 219833 "Magnoliopsida" "TRINITY_DN1013_c0_g1"
"77" "TRINITY_DN10136_c0_g1_i1" "HOG:A0202991" 202991 "Pentapetalae" "TRINITY_DN10136_c0_g1"
"78" "TRINITY_DN1014_c0_g1_i1" "HOG:A0779738" 779738 "LUCA" "TRINITY_DN1014_c0_g1"
"79" "TRINITY_DN10140_c0_g1_i1" "HOG:A0562312" 562312 "Eukaryota" "TRINITY_DN10140_c0_g1"
"80" "TRINITY_DN10140_c0_g1_i1" "HOG:A0562312" 562312 "Eukaryota" "TRINITY_DN10140_c0_g1"
"81" "TRINITY_DN10141_c0_g1_i1" "HOG:A0237280" 237280 "Streptophyta" "TRINITY_DN10141_c0_g1"
"82" "TRINITY_DN10144_c0_g1_i1" "HOG:A0234602" 234602 "Embryophyta" "TRINITY_DN10144_c0_g1"
"83" "TRINITY_DN10145_c0_g1_i1" "HOG:A0220737" 220737 "Magnoliopsida" "TRINITY_DN10145_c0_g1"
"84" "TRINITY_DN10148_c0_g1_i1" "HOG:A0575285" 575285 "Eukaryota" "TRINITY_DN10148_c0_g1"
"85" "TRINITY_DN1015_c0_g1_i2" "HOG:A0232768" 232768 "Tracheophyta" "TRINITY_DN1015_c0_g1"
"86" "TRINITY_DN10151_c0_g1_i1" "HOG:A0785719" 785719 "LUCA" "TRINITY_DN10151_c0_g1"
"87" "TRINITY_DN10152_c0_g1_i1" "HOG:A0562394" 562394 "Eukaryota" "TRINITY_DN10152_c0_g1"
"88" "TRINITY_DN10158_c0_g1_i1" "HOG:A0202479" 202479 "Pentapetalae" "TRINITY_DN10158_c0_g1"
"89" "TRINITY_DN10159_c0_g1_i1" "HOG:A0780377" 780377 "LUCA" "TRINITY_DN10159_c0_g1"
"90" "TRINITY_DN10160_c0_g1_i1" "HOG:A0563867" 563867 "Eukaryota" "TRINITY_DN10160_c0_g1"
"91" "TRINITY_DN10161_c0_g1_i1" "HOG:A0224130" 224130 "Spermatophyta" "TRINITY_DN10161_c0_g1"
"92" "TRINITY_DN10162_c0_g1_i1" "HOG:A0220325" 220325 "Magnoliopsida" "TRINITY_DN10162_c0_g1"
"93" "TRINITY_DN10164_c0_g1_i1" "HOG:A0780449" 780449 "LUCA" "TRINITY_DN10164_c0_g1"
"94" "TRINITY_DN10165_c0_g1_i1" "HOG:A0563560" 563560 "Eukaryota" "TRINITY_DN10165_c0_g1"
"95" "TRINITY_DN10169_c0_g1_i1" "HOG:A0203088" 203088 "Pentapetalae" "TRINITY_DN10169_c0_g1"
"96" "TRINITY_DN1017_c0_g1_i5" "HOG:A0779813" 779813 "LUCA" "TRINITY_DN1017_c0_g1"
"97" "TRINITY_DN10170_c0_g1_i1" "HOG:A0572352" 572352 "Eukaryota" "TRINITY_DN10170_c0_g1"
"98" "TRINITY_DN10175_c0_g1_i1" "HOG:A0203177" 203177 "Pentapetalae" "TRINITY_DN10175_c0_g1"
"99" "TRINITY_DN10177_c0_g1_i1" "HOG:A0237472" 237472 "Streptophyta" "TRINITY_DN10177_c0_g1"
"100" "TRINITY_DN10178_c0_g1_i1" "HOG:A0228906" 228906 "Spermatophyta" "TRINITY_DN10178_c0_g1"
"101" "TRINITY_DN10180_c0_g1_i1" "HOG:A0563236" 563236 "Eukaryota" "TRINITY_DN10180_c0_g1"
"102" "TRINITY_DN10183_c0_g1_i1" "HOG:A0563140" 563140 "Eukaryota" "TRINITY_DN10183_c0_g1"
"103" "TRINITY_DN10185_c0_g1_i1" "HOG:A0216082" 216082 "Mesangiospermae" "TRINITY_DN10185_c0_g1"
"104" "TRINITY_DN10187_c0_g1_i1" "HOG:A0202912" 202912 "Pentapetalae" "TRINITY_DN10187_c0_g1"
"105" "TRINITY_DN10189_c0_g1_i1" "HOG:A0237477" 237477 "Streptophyta" "TRINITY_DN10189_c0_g1"
"106" "TRINITY_DN1019_c0_g1_i13" "HOG:A0234176" 234176 "Embryophyta" "TRINITY_DN1019_c0_g1"
"107" "TRINITY_DN10191_c0_g1_i1" "HOG:A0562187" 562187 "Eukaryota" "TRINITY_DN10191_c0_g1"
"108" "TRINITY_DN10193_c0_g1_i1" "HOG:A0203502" 203502 "Pentapetalae" "TRINITY_DN10193_c0_g1"
"109" "TRINITY_DN10195_c0_g1_i1" "HOG:A0198345" 198345 "rosids" "TRINITY_DN10195_c0_g1"
"110" "TRINITY_DN10197_c0_g1_i1" "HOG:A0563285" 563285 "Eukaryota" "TRINITY_DN10197_c0_g1"
"111" "TRINITY_DN1020_c0_g1_i1" "HOG:A0240462" 240462 "Viridiplantae" "TRINITY_DN1020_c0_g1"
"112" "TRINITY_DN10200_c0_g1_i1" "HOG:A0787860" 787860 "LUCA" "TRINITY_DN10200_c0_g1"
"113" "TRINITY_DN10201_c0_g1_i1" "HOG:A0213071" 213071 "Mesangiospermae" "TRINITY_DN10201_c0_g1"
"114" "TRINITY_DN10201_c0_g1_i1" "HOG:A0213071" 213071 "Mesangiospermae" "TRINITY_DN10201_c0_g1"
"115" "TRINITY_DN10203_c0_g1_i1" "HOG:A0220537" 220537 "Magnoliopsida" "TRINITY_DN10203_c0_g1"
"116" "TRINITY_DN10204_c0_g1_i2" "HOG:A0219990" 219990 "Magnoliopsida" "TRINITY_DN10204_c0_g1"
"117" "TRINITY_DN10211_c0_g1_i1" "HOG:A0220720" 220720 "Magnoliopsida" "TRINITY_DN10211_c0_g1"
"118" "TRINITY_DN10213_c0_g1_i1" "HOG:A0204967" 204967 "Pentapetalae" "TRINITY_DN10213_c0_g1"
"119" "TRINITY_DN10214_c0_g1_i2" "HOG:A0576013" 576013 "Eukaryota" "TRINITY_DN10214_c0_g1"
"120" "TRINITY_DN10216_c0_g1_i1" "HOG:A0779773" 779773 "LUCA" "TRINITY_DN10216_c0_g1"
"121" "TRINITY_DN10218_c0_g1_i1" "HOG:A0563950" 563950 "Eukaryota" "TRINITY_DN10218_c0_g1"
"122" "TRINITY_DN10220_c0_g1_i1" "HOG:A0237749" 237749 "Streptophyta" "TRINITY_DN10220_c0_g1"
"123" "TRINITY_DN10227_c0_g1_i1" "HOG:A0562880" 562880 "Eukaryota" "TRINITY_DN10227_c0_g1"
"124" "TRINITY_DN10227_c0_g1_i1" "HOG:A0562880" 562880 "Eukaryota" "TRINITY_DN10227_c0_g1"
"125" "TRINITY_DN10228_c0_g1_i1" "HOG:A0202409" 202409 "Pentapetalae" "TRINITY_DN10228_c0_g1"
"126" "TRINITY_DN1023_c0_g1_i2" "HOG:A0202712" 202712 "Pentapetalae" "TRINITY_DN1023_c0_g1"
"127" "TRINITY_DN10230_c0_g1_i1" "HOG:A0779722" 779722 "LUCA" "TRINITY_DN10230_c0_g1"
"128" "TRINITY_DN10232_c0_g1_i4" "HOG:A0237556" 237556 "Streptophyta" "TRINITY_DN10232_c0_g1"
"129" "TRINITY_DN10239_c0_g1_i4" "HOG:A0204888" 204888 "Pentapetalae" "TRINITY_DN10239_c0_g1"
"130" "TRINITY_DN1024_c0_g1_i1" "HOG:A0223445" 223445 "Spermatophyta" "TRINITY_DN1024_c0_g1"
"131" "TRINITY_DN10240_c0_g1_i1" "HOG:A0234089" 234089 "Embryophyta" "TRINITY_DN10240_c0_g1"
"132" "TRINITY_DN10240_c0_g1_i1" "HOG:A0220016" 220016 "Magnoliopsida" "TRINITY_DN10240_c0_g1"
"133" "TRINITY_DN10245_c0_g1_i1" "HOG:A0567478" 567478 "Eukaryota" "TRINITY_DN10245_c0_g1"
"134" "TRINITY_DN10247_c0_g1_i1" "HOG:A0232715" 232715 "Tracheophyta" "TRINITY_DN10247_c0_g1"
"135" "TRINITY_DN10249_c0_g1_i1" "HOG:A0207378" 207378 "Pentapetalae" "TRINITY_DN10249_c0_g1"
"136" "TRINITY_DN1025_c0_g1_i1" "HOG:A0233915" 233915 "Embryophyta" "TRINITY_DN1025_c0_g1"
"137" "TRINITY_DN10251_c0_g1_i1" "HOG:A0785750" 785750 "LUCA" "TRINITY_DN10251_c0_g1"
"138" "TRINITY_DN10251_c0_g1_i1" "HOG:A0785750" 785750 "LUCA" "TRINITY_DN10251_c0_g1"
"139" "TRINITY_DN10251_c0_g1_i4" "HOG:A0785750" 785750 "LUCA" "TRINITY_DN10251_c0_g1"
"140" "TRINITY_DN10252_c0_g1_i2" "HOG:A0562172" 562172 "Eukaryota" "TRINITY_DN10252_c0_g1"
"141" "TRINITY_DN10254_c0_g1_i1" "HOG:A0233655" 233655 "Embryophyta" "TRINITY_DN10254_c0_g1"
"142" "TRINITY_DN10256_c0_g1_i1" "HOG:A0231747" 231747 "Tracheophyta" "TRINITY_DN10256_c0_g1"
"143" "TRINITY_DN10257_c0_g1_i1" "HOG:A0564205" 564205 "Eukaryota" "TRINITY_DN10257_c0_g1"
"144" "TRINITY_DN10259_c0_g1_i1" "HOG:A0563973" 563973 "Eukaryota" "TRINITY_DN10259_c0_g1"
"145" "TRINITY_DN1026_c0_g1_i1" "HOG:A0568991" 568991 "Eukaryota" "TRINITY_DN1026_c0_g1"
"146" "TRINITY_DN1026_c0_g1_i3" "HOG:A0568991" 568991 "Eukaryota" "TRINITY_DN1026_c0_g1"
"147" "TRINITY_DN10260_c0_g1_i2" "HOG:A0220306" 220306 "Magnoliopsida" "TRINITY_DN10260_c0_g1"
"148" "TRINITY_DN10262_c0_g1_i1" "HOG:A0562669" 562669 "Eukaryota" "TRINITY_DN10262_c0_g1"
"149" "TRINITY_DN10263_c0_g1_i1" "HOG:A0221143" 221143 "Magnoliopsida" "TRINITY_DN10263_c0_g1"
"150" "TRINITY_DN10263_c0_g1_i4" "HOG:A0221143" 221143 "Magnoliopsida" "TRINITY_DN10263_c0_g1"
"151" "TRINITY_DN10265_c0_g1_i2" "HOG:A0564252" 564252 "Eukaryota" "TRINITY_DN10265_c0_g1"
"152" "TRINITY_DN10266_c0_g1_i1" "HOG:A0234057" 234057 "Embryophyta" "TRINITY_DN10266_c0_g1"
"153" "TRINITY_DN1027_c0_g1_i12" "HOG:A0220267" 220267 "Magnoliopsida" "TRINITY_DN1027_c0_g1"
"154" "TRINITY_DN1027_c0_g1_i12" "HOG:A0220267" 220267 "Magnoliopsida" "TRINITY_DN1027_c0_g1"
"155" "TRINITY_DN10270_c0_g1_i1" "HOG:A0202821" 202821 "Pentapetalae" "TRINITY_DN10270_c0_g1"
"156" "TRINITY_DN10271_c0_g1_i3" "HOG:A0555070" 555070 "Opisthokonta" "TRINITY_DN10271_c0_g1"
"157" "TRINITY_DN10272_c0_g1_i1" "HOG:A0237701" 237701 "Streptophyta" "TRINITY_DN10272_c0_g1"
"158" "TRINITY_DN10274_c0_g1_i1" "HOG:A0564171" 564171 "Eukaryota" "TRINITY_DN10274_c0_g1"
"159" "TRINITY_DN10274_c0_g1_i2" "HOG:A0564171" 564171 "Eukaryota" "TRINITY_DN10274_c0_g1"
"160" "TRINITY_DN10277_c0_g1_i1" "HOG:A0206389" 206389 "Pentapetalae" "TRINITY_DN10277_c0_g1"
"161" "TRINITY_DN10278_c0_g1_i1" "HOG:A0562608" 562608 "Eukaryota" "TRINITY_DN10278_c0_g1"
"162" "TRINITY_DN10288_c0_g1_i1" "HOG:A0563466" 563466 "Eukaryota" "TRINITY_DN10288_c0_g1"
"163" "TRINITY_DN1029_c0_g1_i1" "HOG:A0779712" 779712 "LUCA" "TRINITY_DN1029_c0_g1"
"164" "TRINITY_DN1029_c0_g1_i2" "HOG:A0779712" 779712 "LUCA" "TRINITY_DN1029_c0_g1"
"165" "TRINITY_DN10291_c0_g1_i1" "HOG:A0222142" 222142 "Magnoliopsida" "TRINITY_DN10291_c0_g1"
"166" "TRINITY_DN10294_c0_g1_i1" "HOG:A0212164" 212164 "Mesangiospermae" "TRINITY_DN10294_c0_g1"
"167" "TRINITY_DN10296_c0_g1_i3" "HOG:A0236835" 236835 "Embryophyta" "TRINITY_DN10296_c0_g1"
"168" "TRINITY_DN10297_c0_g1_i1" "HOG:A0174087" 174087 "fabids" "TRINITY_DN10297_c0_g1"
"169" "TRINITY_DN10297_c0_g1_i1" "HOG:A0174087" 174087 "fabids" "TRINITY_DN10297_c0_g1"
"170" "TRINITY_DN10299_c0_g1_i1" "HOG:A0199734" 199734 "rosids" "TRINITY_DN10299_c0_g1"
"171" "TRINITY_DN103_c0_g1_i11" "HOG:A0562611" 562611 "Eukaryota" "TRINITY_DN103_c0_g1"
"172" "TRINITY_DN10301_c0_g1_i1" "HOG:A0203034" 203034 "Pentapetalae" "TRINITY_DN10301_c0_g1"
"173" "TRINITY_DN10303_c0_g1_i1" "HOG:A0234033" 234033 "Embryophyta" "TRINITY_DN10303_c0_g1"
"174" "TRINITY_DN10305_c0_g1_i1" "HOG:A0237503" 237503 "Streptophyta" "TRINITY_DN10305_c0_g1"
"175" "TRINITY_DN10306_c0_g1_i1" "HOG:A0571780" 571780 "Eukaryota" "TRINITY_DN10306_c0_g1"
"176" "TRINITY_DN10308_c0_g1_i1" "HOG:A0788276" 788276 "LUCA" "TRINITY_DN10308_c0_g1"
"177" "TRINITY_DN10312_c0_g1_i1" "HOG:A0570527" 570527 "Eukaryota" "TRINITY_DN10312_c0_g1"
"178" "TRINITY_DN10315_c0_g1_i1" "HOG:A0204540" 204540 "Pentapetalae" "TRINITY_DN10315_c0_g1"
"179" "TRINITY_DN10317_c0_g1_i1" "HOG:A0234440" 234440 "Embryophyta" "TRINITY_DN10317_c0_g1"
"180" "TRINITY_DN10320_c0_g1_i1" "HOG:A0562468" 562468 "Eukaryota" "TRINITY_DN10320_c0_g1"
"181" "TRINITY_DN10321_c0_g1_i1" "HOG:A0233563" 233563 "Embryophyta" "TRINITY_DN10321_c0_g1"
"182" "TRINITY_DN10322_c0_g1_i1" "HOG:A0564219" 564219 "Eukaryota" "TRINITY_DN10322_c0_g1"
"183" "TRINITY_DN10327_c0_g1_i1" "HOG:A0229049" 229049 "Spermatophyta" "TRINITY_DN10327_c0_g1"
"184" "TRINITY_DN10328_c0_g1_i1" "HOG:A0202537" 202537 "Pentapetalae" "TRINITY_DN10328_c0_g1"
"185" "TRINITY_DN1033_c0_g1_i1" "HOG:A0785632" 785632 "LUCA" "TRINITY_DN1033_c0_g1"
"186" "TRINITY_DN10330_c0_g1_i1" "HOG:A0197977" 197977 "rosids" "TRINITY_DN10330_c0_g1"
"187" "TRINITY_DN10331_c0_g1_i2" "HOG:A0563863" 563863 "Eukaryota" "TRINITY_DN10331_c0_g1"
"188" "TRINITY_DN10332_c0_g1_i1" "HOG:A0220249" 220249 "Magnoliopsida" "TRINITY_DN10332_c0_g1"
"189" "TRINITY_DN10336_c0_g1_i1" "HOG:A0202956" 202956 "Pentapetalae" "TRINITY_DN10336_c0_g1"
"190" "TRINITY_DN10338_c0_g1_i1" "HOG:A0198427" 198427 "rosids" "TRINITY_DN10338_c0_g1"
"191" "TRINITY_DN10339_c0_g1_i1" "HOG:A0583095" 583095 "Eukaryota" "TRINITY_DN10339_c0_g1"
"192" "TRINITY_DN1034_c0_g1_i1" "HOG:A0202924" 202924 "Pentapetalae" "TRINITY_DN1034_c0_g1"
"193" "TRINITY_DN10340_c0_g1_i2" "HOG:A0221585" 221585 "Magnoliopsida" "TRINITY_DN10340_c0_g1"
"194" "TRINITY_DN10342_c0_g1_i1" "HOG:A0563288" 563288 "Eukaryota" "TRINITY_DN10342_c0_g1"
"195" "TRINITY_DN10344_c0_g1_i1" "HOG:A0174327" 174327 "fabids" "TRINITY_DN10344_c0_g1"
"196" "TRINITY_DN10346_c0_g1_i1" "HOG:A0206057" 206057 "Pentapetalae" "TRINITY_DN10346_c0_g1"
"197" "TRINITY_DN10353_c0_g1_i1" "HOG:A0237454" 237454 "Streptophyta" "TRINITY_DN10353_c0_g1"
"198" "TRINITY_DN10354_c0_g1_i1" "HOG:A0199658" 199658 "rosids" "TRINITY_DN10354_c0_g1"
"199" "TRINITY_DN10356_c0_g1_i1" "HOG:A0570491" 570491 "Eukaryota" "TRINITY_DN10356_c0_g1"
"200" "TRINITY_DN10356_c0_g1_i1" "HOG:A0570491" 570491 "Eukaryota" "TRINITY_DN10356_c0_g1"
"201" "TRINITY_DN10356_c0_g1_i2" "HOG:A0570491" 570491 "Eukaryota" "TRINITY_DN10356_c0_g1"
"202" "TRINITY_DN10362_c0_g1_i1" "HOG:A0219817" 219817 "Magnoliopsida" "TRINITY_DN10362_c0_g1"
"203" "TRINITY_DN10363_c0_g1_i1" "HOG:A0563000" 563000 "Eukaryota" "TRINITY_DN10363_c0_g1"
"204" "TRINITY_DN10364_c0_g1_i1" "HOG:A0202905" 202905 "Pentapetalae" "TRINITY_DN10364_c0_g1"
"205" "TRINITY_DN10364_c0_g1_i2" "HOG:A0202905" 202905 "Pentapetalae" "TRINITY_DN10364_c0_g1"
"206" "TRINITY_DN10366_c0_g1_i1" "HOG:A0562194" 562194 "Eukaryota" "TRINITY_DN10366_c0_g1"
"207" "TRINITY_DN1037_c0_g1_i1" "HOG:A0199813" 199813 "rosids" "TRINITY_DN1037_c0_g1"
"208" "TRINITY_DN1037_c0_g1_i2" "HOG:A0198611" 198611 "rosids" "TRINITY_DN1037_c0_g1"
"209" "TRINITY_DN10371_c0_g1_i1" "HOG:A0557437" 557437 "Opisthokonta" "TRINITY_DN10371_c0_g1"
"210" "TRINITY_DN10373_c0_g1_i1" "HOG:A0234226" 234226 "Embryophyta" "TRINITY_DN10373_c0_g1"
"211" "TRINITY_DN10378_c0_g1_i3" "HOG:A0206266" 206266 "Pentapetalae" "TRINITY_DN10378_c0_g1"
"212" "TRINITY_DN1038_c0_g1_i3" "HOG:A0223807" 223807 "Spermatophyta" "TRINITY_DN1038_c0_g1"
"213" "TRINITY_DN10380_c0_g1_i1" "HOG:A0233842" 233842 "Embryophyta" "TRINITY_DN10380_c0_g1"
"214" "TRINITY_DN10385_c0_g1_i1" "HOG:A0240060" 240060 "Viridiplantae" "TRINITY_DN10385_c0_g1"
