ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
266993_at,0.004685,1.77E-05,10.0951149,3.6429,1.09902667,AT2G39210,major facilitator protein
253898_s_at,0.004685,1.79E-05,10.0835708,3.63548,0.49459333,TSB1///TSB2,tryptophan synthase beta chain///tryptophan synthase beta chain
255596_at,0.004685,1.81E-05,10.063744,3.6227,0.39403,WRKY47,putative WRKY transcription factor 47
248703_at,0.004685,1.83E-05,10.0517191,3.61494,0.35250333,AT5G48430,aspartyl protease family protein
262317_at,0.004685,1.83E-05,-10.0500279,3.61385,-0.53340333,EDA4,protein EMBRYO SAC DEVELOPMENT ARREST 4
266265_at,0.005076,2.03E-05,9.896369,3.51371,0.52585333,AT2G29340,tropinone reductase-like protein
249333_at,0.005076,2.06E-05,9.8728434,3.49822,0.94876333,GLIP1,GDSL lipase 1
256299_at,0.005076,2.08E-05,9.8571965,3.48789,0.64533333,EXPA1,expansin A1
249289_at,0.005076,2.08E-05,-9.8563586,3.48734,-0.60876,AT5G41040,omega-hydroxypalmitate O-feruloyl transferase
266613_at,0.005076,2.09E-05,9.8498943,3.48307,0.67093333,AT2G14900,gibberellin-regulated protein
263073_at,0.005178,2.16E-05,9.8051565,3.45343,0.51892333,AT2G17500,auxin efflux carrier family protein
261930_at,0.005241,2.21E-05,9.7721941,3.43149,0.55582667,AT1G22440,alcohol dehydrogenase-like 2
249174_at,0.005259,2.24E-05,-9.752113,3.41808,-0.52418,COR27,cold regulated protein 27
251944_at,0.005282,2.28E-05,-9.7260791,3.40065,-0.601,AT3G53510,ABC transporter G family member 20
249817_at,0.005282,2.29E-05,9.7158639,3.3938,0.51536333,AT5G23820,MD-2-related lipid recognition domain-containing protein
250109_at,0.005432,2.38E-05,9.6608677,3.35677,1.03866667,GASA4,gibberellin-regulated protein 4
245346_at,0.00544,2.41E-05,-9.6443921,3.34564,-0.64789667,CT-BMY,beta-amylase
260015_at,0.005684,2.55E-05,9.5608297,3.28882,1.28102667,CCOAMT,caffeoyl-CoA 3-O-methyltransferase
261876_at,0.005684,2.58E-05,-9.5455466,3.27837,-0.43418667,AT1G50590,Pirin-like protein
247492_at,0.005684,2.61E-05,-9.5270759,3.26571,-0.36893333,AT5G61890,ethylene-responsive transcription factor ERF114
250090_at,0.005684,2.62E-05,9.5254854,3.26462,0.97949333,GAD,glutamate decarboxylase 1
266992_at,0.005704,2.66E-05,9.5022254,3.24864,0.50595333,MLO12,protein MILDEW RESISTANCE LOCUS O 12
AFFX-r2-Bs-dap-5_at,0.005704,2.68E-05,9.493541,3.24266,1.25299667,,
251942_at,0.005841,2.77E-05,9.4465994,3.21025,0.78106,PDR9,ABC transporter G family member 37
266168_at,0.006265,2.99E-05,9.3346636,3.13225,0.43896667,AT2G38870,PR-6 proteinase inhibitor family protein
249881_at,0.006293,3.04E-05,-9.3154674,3.11877,-0.36890667,CYP86B1,cytochrome P450 86B1
259443_at,0.006351,3.09E-05,9.2901343,3.10094,0.90241333,AT1G02360,putative chitinase
AFFX-PheX-5_at,0.006493,3.19E-05,9.2467095,3.07024,0.73044333,,
255591_at,0.00655,3.26E-05,9.2148487,3.04762,0.41471,EXPA17,expansin A17
260582_at,0.00655,3.27E-05,-9.2099649,3.04415,-0.51797,AT2G47200,hypothetical protein
253040_at,0.006603,3.33E-05,9.1866207,3.02751,0.64063333,XTH7,xyloglucan endotransglucosylase/hydrolase protein 7
256098_at,0.006714,3.42E-05,-9.151355,3.00229,-0.37048,PGL1,6-phosphogluconolactonase 1
249743_at,0.006714,3.44E-05,9.1393567,2.99369,0.51473,BGLU31,beta glucosidase 31
251846_at,0.006714,3.47E-05,9.1281279,2.98563,0.37728333,HTA11,histone H2A 11
248545_at,0.006727,3.51E-05,-9.1139003,2.9754,-0.48198667,AT5G50260,KDEL-tailed cysteine endopeptidase CEP1
264635_at,0.006737,3.55E-05,9.097496,2.96358,0.60253667,AT1G65500,hypothetical protein
256469_at,0.006737,3.58E-05,9.0848345,2.95444,0.34268667,LOL1,protein LOL1
260405_at,0.006737,3.60E-05,9.0775612,2.94919,0.59069333,GSTU11,glutathione S-transferase TAU 11
253722_at,0.006745,3.64E-05,-9.0646843,2.93987,-0.44840333,AT4G29190,protein OXIDATION-RELATED ZINC FINGER 2
AFFX-r2-Bs-thr-M_s_at,0.006837,3.73E-05,9.0304236,2.91502,1.05203333,,
256169_at,0.006837,3.75E-05,9.0243197,2.91058,0.4376,AT1G51800,putative leucine-rich repeat protein kinase
249580_at,0.007085,3.91E-05,8.9649796,2.86727,0.81184667,AT5G37740,calcium-dependent lipid-binding domain-containing protein
262518_at,0.007167,4.01E-05,8.9320666,2.84312,0.41616333,GSTU24,glutathione S-transferase TAU 24
247765_at,0.007167,4.06E-05,-8.9159359,2.83124,-0.65864333,CYP86A1,cytochrome P450 86A1
254805_at,0.007167,4.07E-05,8.9106941,2.82738,1.19620667,pEARLI 1,putative lipid transfer protein
257061_at,0.007167,4.12E-05,8.896447,2.81687,1.01441333,AT3G18250,putative membrane lipoprotein
265586_at,0.007167,4.16E-05,8.8819284,2.80614,0.42704,PR-1-LIKE,pathogenesis-related protein-1-like protein
263228_at,0.007167,4.17E-05,8.878662,2.80372,1.14773333,AT1G30700,FAD-binding Berberine family protein
246093_at,0.007167,4.20E-05,8.8700288,2.79733,0.51247333,AT5G20550,"oxidoreductase, 2OG-Fe(II) oxygenase family protein"
266296_at,0.007167,4.21E-05,8.8663658,2.79462,0.41801667,GSTU7,glutathione S-transferase tau 7
250541_at,0.007172,4.24E-05,-8.8554108,2.78649,-0.55985667,AT5G09520,hydroxyproline-rich glycoprotein family protein
246703_at,0.007212,4.30E-05,-8.8380728,2.77361,-0.29866667,WNK9,putative serine/threonine-protein kinase WNK9
265214_at,0.007486,4.50E-05,8.7782836,2.729,0.42084,AT1G05000,atypical dual-speci###city phosphatase 1
264010_at,0.007486,4.53E-05,-8.7688587,2.72194,-0.64059667,AT2G21100,dirigent protein 23
260406_at,0.007737,4.71E-05,8.7154524,2.68177,0.57072667,GSTU12,glutathione S-transferase TAU 12
266290_at,0.007749,4.77E-05,8.7000124,2.67011,0.50342667,GSTU1,glutathione S-transferase tau 1
267377_at,0.007749,4.82E-05,-8.6872288,2.66044,-0.31076,KCS10,3-ketoacyl-CoA synthase 10
265544_at,0.007749,4.82E-05,-8.6851962,2.6589,-0.35361,CNGC15,cyclic nucleotide-gated channel 15
256321_at,0.007894,5.00E-05,-8.6392351,2.62401,-0.82367333,LOX1,lipoxygenase 1
262349_at,0.007894,5.00E-05,-8.6377096,2.62285,-0.47923333,AT2G48130,protease inhibitor/seed storage/lipid transfer protein (LTP) family protein
254042_at,0.007894,5.02E-05,-8.6332634,2.61946,-0.68357667,XTR6,probable xyloglucan endotransglucosylase/hydrolase protein 23
259612_at,0.008138,5.21E-05,8.5844497,2.58216,0.30553333,AT1G52300,60S ribosomal protein L37-2
259548_at,0.008236,5.31E-05,8.559861,2.56329,0.45388333,MLP165,MLP-like protein 165
246468_at,0.008396,5.45E-05,-8.5259671,2.53718,-0.38409667,UGT78D2,anthocyanidin 3-O-glucosyltransferase
262324_at,0.008437,5.51E-05,8.5109175,2.52555,0.47795667,CHX16,cation/H(+) antiporter 16
264802_at,0.0086,5.66E-05,8.4774423,2.49962,0.36099333,SYP111,syntaxin-related protein KNOLLE
262260_at,0.008844,5.85E-05,8.4327905,2.46486,0.87380667,MLP34,MLP-like protein 34
263874_at,0.00894,5.98E-05,8.4047934,2.44298,0.29813333,MGP1,mitochondrial F1F0-ATP synthase subunit Fad
246370_at,0.00894,6.03E-05,8.3943088,2.43476,0.47437333,AT1G51920,hypothetical protein
262452_at,0.00894,6.04E-05,-8.3918672,2.43285,-0.52555333,AT1G11210,hypothetical protein
257939_at,0.00894,6.07E-05,8.3853848,2.42776,0.47275,STP4,sugar transport protein 4
251167_at,0.00925,6.33E-05,-8.3335309,2.38693,-0.58226333,AT3G63360,defensin-like protein
260602_at,0.009437,6.50E-05,8.300004,2.36039,0.38963667,SERAT2;1,serine acetyltransferase 1
264052_at,0.009516,6.59E-05,8.2812984,2.34554,0.62626667,CYP79B3,tryptophan N-monooxygenase 2
262092_at,0.009529,6.64E-05,-8.2715422,2.33778,-0.65313667,AT1G56150,SAUR-like auxin-responsive protein
AFFX-r2-Bs-phe-M_at,0.00964,6.76E-05,8.248938,2.31977,0.80677333,,
256617_at,0.009678,6.85E-05,8.2323641,2.30653,0.54581667,AT3G22240,hypothetical protein
254630_at,0.009678,6.91E-05,8.2220611,2.29828,0.50003,AT4G18360,glycolate oxidase
AFFX-r2-Bs-thr-3_s_at,0.009678,7.01E-05,8.2033815,2.28331,0.89698333,,
246125_at,0.009678,7.05E-05,-8.1972106,2.27836,-0.27568333,AT5G19875,hypothetical protein
248337_at,0.009678,7.12E-05,-8.1843111,2.26799,-0.56396667,LTI78,protein LOW-TEMPERATURE-INDUCED 78
245998_at,0.009678,7.13E-05,8.1816294,2.26583,0.28676667,SUS1,sucrose synthase 1
249761_at,0.009678,7.16E-05,-8.1761073,2.26139,-0.38137,AT5G23970,HXXXD-type acyl-transferase-like protein
245399_at,0.009678,7.17E-05,-8.1745,2.26009,-0.49460333,TIP2;2,tonoplast intrinsic protein 2;2
244999_at,0.009678,7.21E-05,8.1679283,2.2548,0.43683667,rpoB,RNA polymerase beta chain
263131_at,0.009678,7.21E-05,8.1677833,2.25468,0.27598333,emb1473,50S ribosomal protein L13
252511_at,0.009703,7.27E-05,8.1571921,2.24614,0.33928,AT3G46280,protein kinase-like protein
253505_at,0.010169,7.67E-05,8.0902115,2.19187,1.51194,CYP82C2,"cytochrome P450, family 82, subfamily C, polypeptide 2"
266428_at,0.010169,7.71E-05,8.0840927,2.18689,0.39195333,AT2G07180,putative serine/threonine kinase
246487_at,0.010173,7.76E-05,8.0764747,2.18068,0.39433,AT5G16030,hypothetical protein
265118_at,0.010254,7.90E-05,-8.0548409,2.16303,-0.33708,AT1G62660,acid beta-fructofuranosidase 3
255037_at,0.010254,7.94E-05,8.0487011,2.15801,0.26832667,MYB6,transcription repressor MYB6
255543_at,0.010254,7.96E-05,8.0454931,2.15539,0.51466333,AT4G01870,tolB-related protein
250434_at,0.010294,8.03E-05,8.0336619,2.1457,0.25496667,AT1G09200///AT5G65360///AT5G10400///AT5G10390///AT3G27360,histone H3///histone H3.1///histone H3///histone H3///histone H3
253590_at,0.010337,8.11E-05,-8.02153,2.13575,-0.25942333,HHP2,heptahelical transmembrane protein2
245629_at,0.010338,8.16E-05,-8.0145443,2.13002,-0.52885333,SVB,protein SMALLER WITH VARIABLE BRANCHES
260560_at,0.010339,8.29E-05,7.9953309,2.11422,0.34806333,AT2G43590,chitinase family protein
AFFX-r2-Bs-thr-5_s_at,0.010339,8.31E-05,7.9915956,2.11115,1.03555,,
258277_at,0.010339,8.32E-05,7.9910294,2.11068,1.57266667,PAD3,protein PHYTOALEXIN DEFICIENT 3
254102_at,0.010339,8.38E-05,7.9817441,2.10303,0.31865,ACP4,acyl carrier protein 4
254832_at,0.010339,8.43E-05,7.9743074,2.0969,0.93108333,AT4G12490,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
259735_at,0.010339,8.43E-05,7.9740941,2.09672,0.54655,AT1G64405,hypothetical protein
264005_at,0.010492,8.60E-05,-7.9495302,2.07642,-0.42683333,AGP2,arabinogalactan protein 2
255845_at,0.010518,8.70E-05,7.9348433,2.06425,0.26542333,AT2G33600,cinnamoyl-CoA:NADP oxidoreductase-like 2
248227_at,0.010518,8.76E-05,7.9277626,2.05838,0.83189667,AT5G53820,Late embryogenesis abundant protein (LEA) family protein
245311_at,0.010518,8.78E-05,7.9237563,2.05505,0.3139,AT4G14320///AT3G23390,60S ribosomal protein L36a///60S ribosomal protein L36a
260287_at,0.010518,8.81E-05,-7.9205555,2.05239,-0.45375,AT1G80440,F-box/kelch-repeat protein
261431_at,0.010608,8.93E-05,-7.9037833,2.03845,-0.34187,MYB47,myb domain protein 47
264339_at,0.010651,9.01E-05,-7.8924387,2.029,-0.46696,TPS8,"putative alpha,alpha-trehalose-phosphate synthase [UDP-forming] 8"
249700_at,0.010961,9.32E-05,7.8513412,1.99465,0.2611,AT5G35530,40S ribosomal protein S3-3
AFFX-r2-Bs-dap-3_at,0.011201,9.63E-05,7.8114943,1.96119,1.0825,,
256766_at,0.011201,9.66E-05,-7.8083869,1.95857,-0.50641,PCC1,protein PATHOGEN AND CIRCADIAN CONTROLLED 1
248639_at,0.011201,9.76E-05,-7.7956233,1.94781,-0.25783333,HCT,hydroxycinnamoyl-CoA shikimate/quinate hydroxycinnamoyl transferase
261075_at,0.011201,9.77E-05,-7.7950539,1.94733,-0.29376333,AT1G07280,tetratricopeptide repeat-containing protein-like protein
265091_s_at,0.011201,9.80E-05,-7.7907667,1.94372,-0.61555667,AT1G03495///AT1G03940,"coumaroyl-CoA:anthocyanidin 3-O-glucoside-6""-O-coumaroyltransferase 2///coumaroyl-CoA:anthocyanidin 3-O-glucoside-6""-O-coumaroyltransferase 1"
263379_at,0.011201,9.86E-05,-7.783157,1.93729,-0.37723333,CZF1,zinc finger CCCH domain-containing protein 29
247444_at,0.011201,9.87E-05,7.7822675,1.93654,0.49031667,HIPL2,HIPL2 protein
259549_at,0.011365,1.01E-04,-7.7588068,1.91669,-0.26509667,AT1G35290,thioesterase family protein
259841_at,0.011815,1.05E-04,7.7063016,1.87205,0.73328333,AT1G52200,PLAC8 family protein
267436_at,0.011904,1.06E-04,7.6914741,1.85939,0.60072667,FRK1,FLG22-induced receptor-like kinase 1
263276_at,0.012044,1.08E-04,7.6717353,1.8425,0.28899667,CYP705A13,"cytochrome P450, family 705, subfamily A, polypeptide 13"
258900_at,0.012264,1.11E-04,7.6444628,1.8191,0.28226667,RPL18,60S ribosomal protein L18-2
263959_at,0.012726,1.15E-04,7.5948864,1.77636,0.38554667,AT2G36210,SAUR-like auxin-responsive protein
261298_at,0.013275,1.21E-04,7.5371341,1.72624,0.26020667,AT1G48510,Surfeit locus 1 cytochrome c oxidase biogenesis protein
259520_at,0.013275,1.22E-04,-7.5339021,1.72342,-0.36352333,AT1G12320,hypothetical protein
AFFX-ThrX-5_at,0.013314,1.23E-04,7.5248517,1.71553,0.8924,,
AFFX-ThrX-3_at,0.013343,1.23E-04,7.5166601,1.70838,0.85462667,,
260472_at,0.013369,1.24E-04,7.5089046,1.7016,0.62938,AT1G10990,hypothetical protein
258244_at,0.01337,1.25E-04,7.5001563,1.69395,0.27933,AT3G27770,hypothetical protein
245513_at,0.01337,1.25E-04,7.4978298,1.69192,0.35535,VAMP724,vesicle-associated membrane protein 724
249215_at,0.013399,1.27E-04,-7.4864389,1.68194,-0.62322667,DFR,dihydroflavonol-4-reductase
260592_at,0.013399,1.27E-04,7.484429,1.68018,0.61499333,CSLE1,cellulose synthase-like protein E1
258402_at,0.013831,1.32E-04,-7.4420397,1.64291,-0.31526667,AT3G15450,aluminum induced protein with YGL and LRDR motif
244982_at,0.013914,1.33E-04,7.4297771,1.6321,0.45115,rpl14,50S ribosomal protein L14
256547_at,0.013914,1.34E-04,7.424487,1.62742,0.42961667,AT3G14840,leucine-rich repeat transmembrane protein kinase
255602_at,0.013946,1.35E-04,-7.4165177,1.62038,-0.32089333,PYL7,abscisic acid receptor PYL7
251425_at,0.014247,1.38E-04,7.386221,1.59354,0.25769333,AT3G60210,GroES-like family protein
261570_at,0.014247,1.39E-04,-7.3813473,1.58921,-0.36896667,KCS1,3-ketoacyl-CoA synthase 1
263785_at,0.014269,1.39E-04,7.3744084,1.58305,0.29592667,AT2G46390,subunit 8 of mitochondrial complex II
250983_at,0.014437,1.42E-04,7.3514047,1.56257,0.67114,GSTL1,glutathione transferase lambda 1
256880_at,0.014437,1.42E-04,7.3506641,1.56191,0.79021667,AT3G26450,SRPBCC ligand-binding domain-containing protein
259570_at,0.014558,1.44E-04,-7.3358985,1.54873,-0.37763333,COR47,dehydrin COR47
254331_s_at,0.014737,1.47E-04,7.3140742,1.52921,0.44578667,CYP706A2///CYP706A1,"cytochrome P450, family 706, subfamily A, polypeptide 2///cytochrome P450, family 706, subfamily A, polypeptide 1"
261021_at,0.014737,1.49E-04,7.3022404,1.5186,1.19430333,AT1G26380,FAD-binding and BBE domain-containing protein
245803_at,0.014737,1.49E-04,-7.3001954,1.51677,-0.3309,RD21,cysteine proteinase RD21a
256937_at,0.014737,1.49E-04,-7.2961049,1.5131,-0.53119,AT3G22620,bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin-like protein
260495_at,0.014737,1.50E-04,7.2913171,1.5088,0.40671333,AT2G41810,hypothetical protein
254239_at,0.014737,1.51E-04,-7.2851599,1.50327,-0.40493333,PIP1;5,putative aquaporin PIP1-5
249454_at,0.014737,1.51E-04,-7.2850022,1.50313,-0.37025,AT5G39520,hypothetical protein
257216_at,0.014737,1.52E-04,7.279552,1.49822,0.85087333,AT3G14990,protein DJ-1-like A
260746_at,0.014737,1.52E-04,7.2734488,1.49273,0.2783,GSTU19,glutathione S-transferase TAU 19
260975_at,0.014737,1.52E-04,7.2723525,1.49174,0.29160333,AT1G53430,Leucine-rich repeat transmembrane protein kinase
246730_at,0.014955,1.56E-04,7.2478318,1.46963,0.30753,AT5G28060,40S ribosomal protein S24-2
255110_at,0.014955,1.56E-04,7.2460401,1.46801,2.29819667,AT4G08770,peroxidase 37
259990_s_at,0.015025,1.59E-04,-7.2273857,1.45114,-0.57126333,FKF1,"flavin-binding, kelch repeat, f box 1"
254413_at,0.015025,1.59E-04,-7.2270357,1.45083,-0.26226667,MYB102,R2R3 family MYB transcription factor
252291_s_at,0.015025,1.59E-04,7.22645,1.4503,0.66996667,PRXCB///PRXCA,peroxidase 34///peroxidase 33
253403_at,0.01517,1.61E-04,7.2080441,1.43361,0.23228333,AUR1,serine/threonine-protein kinase aurora-1
262499_at,0.01517,1.62E-04,7.2062243,1.43196,0.31496667,AT1G21770,acyltransferase-like protein
266746_s_at,0.015425,1.65E-04,7.1826968,1.41056,1.88696,GSTF2///GSTF3,glutathione S-transferase F2///glutathione S-transferase F3
